index,X,Y,Z,formation
84,414483.09989999974,7508598.3,387.12427,P__mgnu_PTRO
85,414672.54999999976,7508952.2101,405.11267000000004,P__mgnu_PTRO
86,414903.95000000024,7509226.63,405.11267000000004,P__mgnu_PTRO
87,414906.74990000017,7509267.9801,412.84872,P__mgnu_PTRO
88,414869.71,7509969.26,412.84872,P__mgnu_PTRO
89,414817.4499000004,7510647.96,412.84872,P__mgnu_PTRO
90,414623.79,7511113.3301,455.86118,P__mgnu_PTRO
91,414445.7799000004,7511432.5299,412.1788,P__mgnu_PTRO
92,414705.4599000001,7511237.3599,455.86118,P__mgnu_PTRO
93,415982.7001,7510160.77,412.84872,P__mgnu_PTRO
94,416556.41000000015,7509757.13,418.1557,P__mgnu_PTRO
95,427071.7900999999,7508930.4699,369.0,P__mgnu_PTRO
96,428970.79,7507304.4699,370.0,P__mgnu_PTRO
97,429628.7600999996,7507374.5499,370.0,P__mgnu_PTRO
98,430043.86990000034,7507121.8001,370.0,P__mgnu_PTRO
99,430421.7799000004,7506687.33,358.0,P__mgnu_PTRO
100,431035.90010000026,7506337.2398,358.0,P__mgnu_PTRO
101,431507.61000000034,7506146.6,358.0,P__mgnu_PTRO
102,431457.93010000046,7506356.33,358.0,P__mgnu_PTRO
103,431088.23000000045,7506721.1799,358.0,P__mgnu_PTRO
104,430199.7899000002,7507731.31,355.0,P__mgnu_PTRO
105,430069.73000000045,7508012.33,369.0,P__mgnu_PTRO
106,430109.29,7508078.4697,369.0,P__mgnu_PTRO
107,430737.8299000001,7508044.35,355.0,P__mgnu_PTRO
108,430997.7899000002,7508166.7498,355.0,P__mgnu_PTRO
109,431119.0399000002,7508589.9,355.0,P__mgnu_PTRO
110,430645.25,7508990.18,355.0,P__mgnu_PTRO
111,430233.0399000002,7508949.36,355.0,P__mgnu_PTRO
112,429257.3002000004,7509769.9799,367.01122999999995,P__mgnu_PTRO
113,428741.9497999996,7510216.96,367.01122999999995,P__mgnu_PTRO
114,428591.2199999997,7510212.79,367.01122999999995,P__mgnu_PTRO
115,428612.1900000004,7509866.7498,367.01122999999995,P__mgnu_PTRO
116,428519.73010000034,7509938.04,435.94266,P__mgnu_PTRO
117,420351.7900999999,7499758.4701,433.8947,P__mgnu_PTRO
118,420073.24990000017,7500386.8401,387.1278,P__mgnu_PTRO
119,419980.54,7500746.2199,387.1278,P__mgnu_PTRO
120,419464.45000000024,7500728.1301,387.1278,P__mgnu_PTRO
121,419036.9499000004,7500533.1299,397.03876,P__mgnu_PTRO
122,418799.8000999997,7500834.85,397.03876,P__mgnu_PTRO
123,417976.89020000026,7501053.7501,397.03876,P__mgnu_PTRO
124,417263.9199000001,7500938.2399,396.21547999999996,P__mgnu_PTRO
125,417166.5800999999,7500652.2701,396.21547999999996,P__mgnu_PTRO
126,417043.4299999997,7500607.0,396.21547999999996,P__mgnu_PTRO
127,417020.27020000014,7500445.54,396.21547999999996,P__mgnu_PTRO
128,417235.74010000005,7500014.55,396.21547999999996,P__mgnu_PTRO
129,417459.81020000024,7499432.0,403.87172999999996,P__mgnu_PTRO
130,417213.5900999997,7499291.62,403.87172999999996,P__mgnu_PTRO
131,416827.86990000034,7498993.1801,403.87172999999996,P__mgnu_PTRO
132,416614.7900999999,7498912.4702,403.87172999999996,P__mgnu_PTRO
133,416101.01989999966,7499206.1301,403.87172999999996,P__mgnu_PTRO
134,415401.54,7499033.98,416.12674,P__mgnu_PTRO
135,414929.0301000001,7498572.23,416.12674,P__mgnu_PTRO
136,414752.8200000003,7498421.36,416.12674,P__mgnu_PTRO
137,413808.11000000034,7499789.27,411.07277999999997,P__mgnu_PTRO
138,412935.5999999996,7501218.43,397.77988,P__mgnu_PTRO
139,425002.20000000024,7514816.6901,374.81973,P__mgnu_PTRO
140,424680.4501,7515124.6901,374.81973,P__mgnu_PTRO
141,424253.36000000034,7515650.15,373.97757,P__mgnu_PTRO
142,423699.3499999996,7515904.2899,465.15054000000003,P__mgnu_PTRO
143,423434.62999999995,7516321.4701,465.15054000000003,P__mgnu_PTRO
144,423906.4499000004,7516226.6498,373.97757,P__mgnu_PTRO
145,424532.4099000003,7516118.1099,373.97757,P__mgnu_PTRO
146,424416.2900999999,7516370.2301,373.97757,P__mgnu_PTRO
147,424173.5700000003,7516686.4499,373.97757,P__mgnu_PTRO
148,424594.18010000046,7516728.9399,373.97757,P__mgnu_PTRO
149,423511.0502000004,7517247.7,382.931,P__mgnu_PTRO
150,422345.7199999997,7517991.3,382.931,P__mgnu_PTRO
151,422549.1097999997,7517434.65,382.931,P__mgnu_PTRO
152,422890.4000000004,7516851.4399,465.15054000000003,P__mgnu_PTRO
153,422086.67989999993,7516996.34,466.25442999999996,P__mgnu_PTRO
154,421635.86000000034,7517039.58,466.25442999999996,P__mgnu_PTRO
155,421429.1500000004,7517201.95,451.81097,P__mgnu_PTRO
156,421452.98010000034,7517985.9697,451.81097,P__mgnu_PTRO
157,421700.8200000003,7518831.4801,393.23685,P__mgnu_PTRO
158,422032.1999000004,7519423.39,393.23685,P__mgnu_PTRO
159,422270.20000000024,7519240.42,393.23685,P__mgnu_PTRO
160,422274.5401999997,7519703.9601,393.23685,P__mgnu_PTRO
161,422482.5897000004,7519818.43,383.92902000000004,P__mgnu_PTRO
162,423280.37990000006,7518854.0999,383.92902000000004,P__mgnu_PTRO
163,425098.12990000006,7516419.5002,373.97757,P__mgnu_PTRO
164,425258.4199999999,7516026.0402,373.97757,P__mgnu_PTRO
165,425742.79999999976,7515425.8499,374.05133,P__mgnu_PTRO
166,426195.5899,7515485.8799,374.05133,P__mgnu_PTRO
167,428192.2198999999,7513792.46,363.0121,P__mgnu_PTRO
168,429747.0899,7512496.4199,360.0814,P__mgnu_PTRO
169,466855.6599000003,7464008.2598,399.0,P__mgnu_PTRO
170,466299.5400999999,7463738.2399,410.0,P__mgnu_PTRO
171,465062.5999999996,7463501.15,403.0,P__mgnu_PTRO
172,464924.6699000001,7463701.07,403.0,P__mgnu_PTRO
173,464812.3200000003,7464037.07,398.0,P__mgnu_PTRO
174,463754.5099999998,7463913.4899,424.0,P__mgnu_PTRO
175,463486.4699999997,7463819.2101,424.0,P__mgnu_PTRO
176,462943.8300000001,7463478.89,424.0,P__mgnu_PTRO
177,462693.4899000004,7463053.11,412.0,P__mgnu_PTRO
178,462026.6599000003,7462909.26,412.0,P__mgnu_PTRO
179,461217.37000000005,7462773.3701,433.0,P__mgnu_PTRO
180,460157.57010000007,7463270.3,433.0,P__mgnu_PTRO
181,459844.5199999996,7463335.8601,433.0,P__mgnu_PTRO
182,453370.2500999998,7473084.3699,408.0,P__mgnu_PTRO
183,454606.86990000034,7474239.1201,384.0,P__mgnu_PTRO
184,454756.3898999998,7474913.2299,385.0,P__mgnu_PTRO
185,454829.67009999976,7476388.62,385.0,P__mgnu_PTRO
186,454952.4400000004,7477956.01,378.0,P__mgnu_PTRO
187,455286.28000000026,7479251.9301,370.0,P__mgnu_PTRO
188,455407.62990000006,7480157.28,366.0,P__mgnu_PTRO
189,455291.54999999976,7480985.68,366.0,P__mgnu_PTRO
190,455600.81989999954,7481222.5899,373.0,P__mgnu_PTRO
191,455961.4899000004,7481555.2099,373.0,P__mgnu_PTRO
192,456708.87990000006,7481562.49,365.0,P__mgnu_PTRO
193,457603.78000000026,7481497.9401,365.0,P__mgnu_PTRO
194,461184.0201000003,7482155.9401,367.0,P__mgnu_PTRO
195,463163.9400000004,7481860.82,378.0,P__mgnu_PTRO
196,463063.87990000006,7482123.74,378.0,P__mgnu_PTRO
197,462972.1597999996,7482276.2601,378.0,P__mgnu_PTRO
198,462801.88999999966,7482411.3901,370.0,P__mgnu_PTRO
199,461290.93010000046,7482887.2001,362.0,P__mgnu_PTRO
200,459378.6600000002,7484116.2599,357.0,P__mgnu_PTRO
201,457931.63999999966,7484334.8,372.0,P__mgnu_PTRO
202,455812.7701000003,7484381.0199,371.0,P__mgnu_PTRO
203,453834.36990000034,7484516.93,382.0,P__mgnu_PTRO
204,452418.6599000003,7484387.93,425.0,P__mgnu_PTRO
205,451282.8000999997,7484051.31,396.0,P__mgnu_PTRO
206,450575.4199999999,7483481.5498,396.0,P__mgnu_PTRO
207,450173.3499999996,7482513.0199,399.01492,P__mgnu_PTRO
208,450433.7099000001,7481282.9599,393.0,P__mgnu_PTRO
209,451531.32010000007,7479990.9797,378.0,P__mgnu_PTRO
210,452333.3300000001,7478823.4601,376.0,P__mgnu_PTRO
211,452935.23000000045,7477225.1899,388.0,P__mgnu_PTRO
212,453258.54,7475917.12,411.0,P__mgnu_PTRO
213,458357.30229999963,7466610.7025,422.0,P__mgnu_PTRO
214,458448.51979999995,7468842.39,403.0,P__mgnu_PTRO
215,457961.98010000034,7470761.3398,397.0,P__mgnu_PTRO
216,457773.36990000034,7471697.8701,397.0,P__mgnu_PTRO
217,457314.3400999997,7474495.63,383.0,P__mgnu_PTRO
218,456850.6799999997,7474673.63,383.0,P__mgnu_PTRO
219,456036.3099999996,7474213.06,380.0,P__mgnu_PTRO
220,455661.13999999966,7473637.2299,380.0,P__mgnu_PTRO
221,455570.89020000026,7473295.8901,392.0,P__mgnu_PTRO
222,455218.23000000045,7472040.55,392.0,P__mgnu_PTRO
223,454932.4000000004,7471170.1701,397.0,P__mgnu_PTRO
224,455297.6599000003,7470531.26,397.0,P__mgnu_PTRO
225,455837.0900999997,7469425.4899,405.0,P__mgnu_PTRO
226,456319.86000000034,7468318.0599,417.0,P__mgnu_PTRO
227,456054.46,7467989.17,417.0,P__mgnu_PTRO
228,455748.53000000026,7468038.8699,417.0,P__mgnu_PTRO
229,398145.1398,7525977.01,399.99582000000004,P__mgnu_PTRO
230,397789.11980000045,7526092.72,399.99582000000004,P__mgnu_PTRO
231,397691.5798000004,7526276.48,399.99582000000004,P__mgnu_PTRO
232,398137.9299999997,7526431.11,399.99582000000004,P__mgnu_PTRO
233,398422.99010000005,7526410.3899,399.99582000000004,P__mgnu_PTRO
234,398462.99010000005,7526667.8501,418.68616000000003,P__mgnu_PTRO
235,399814.9601999996,7527346.5098,421.4374,P__mgnu_PTRO
236,400515.8200000003,7527529.45,402.16476,P__mgnu_PTRO
237,401138.79999999976,7527286.44,402.16476,P__mgnu_PTRO
238,403137.76989999966,7527211.9901,407.87506,P__mgnu_PTRO
239,403274.0099999998,7527274.2302,407.87506,P__mgnu_PTRO
240,403299.25,7527421.3101,407.87506,P__mgnu_PTRO
241,402773.49990000017,7527915.91,407.87506,P__mgnu_PTRO
242,401590.2599999998,7528057.0601,388.42776000000003,P__mgnu_PTRO
243,400250.2297999999,7528136.6601,382.86800000000005,P__mgnu_PTRO
244,398847.1500000004,7527629.3,418.68616000000003,P__mgnu_PTRO
245,397467.8499999996,7527049.64,418.68616000000003,P__mgnu_PTRO
246,396703.5700000003,7526253.32,398.84567000000004,P__mgnu_PTRO
247,396782.61000000034,7525791.4501,398.84567000000004,P__mgnu_PTRO
248,396827.24010000005,7525345.5301,398.84567000000004,P__mgnu_PTRO
249,397249.2399000004,7525153.6,398.84567000000004,P__mgnu_PTRO
250,401810.8200000003,7519960.5601,454.63773,P__mgnu_PTRO
251,398473.4499000004,7521621.0899,468.54874,P__mgnu_PTRO
252,396516.3200000003,7524608.6501,413.44012000000004,P__mgnu_PTRO
253,396808.64010000037,7524487.11,413.44012000000004,P__mgnu_PTRO
254,396307.25,7525248.31,398.84567000000004,P__mgnu_PTRO
255,395117.23000000045,7525703.4498,394.78375,P__mgnu_PTRO
256,395207.28000000026,7525964.9897,394.78375,P__mgnu_PTRO
257,406032.13989999983,7523111.58,387.0615,P__mgnu_PTRO
258,404335.60989999963,7524883.0199,383.96375,P__mgnu_PTRO
259,402441.7199999997,7526634.6299,407.87506,P__mgnu_PTRO
260,401262.76989999966,7526780.4499,402.16476,P__mgnu_PTRO
261,401337.74990000017,7526561.6399,402.16476,P__mgnu_PTRO
262,400789.99990000017,7526056.5901,409.711,P__mgnu_PTRO
263,399265.34989999974,7526375.3601,420.92685,P__mgnu_PTRO
264,398436.9299999997,7526091.8599,399.99582000000004,P__mgnu_PTRO
265,398041.9499000004,7523722.7301,400.51373,P__mgnu_PTRO
266,398588.16000000015,7522764.6101,406.73334,P__mgnu_PTRO
267,398721.8399999999,7522624.77,406.73334,P__mgnu_PTRO
268,398785.6799999997,7522282.76,406.73334,P__mgnu_PTRO
269,399137.2100999998,7521821.5901,427.01437000000004,P__mgnu_PTRO
270,399745.2400000002,7521897.8999,427.01437000000004,P__mgnu_PTRO
271,399777.95000000024,7522186.65,427.01437000000004,P__mgnu_PTRO
272,399252.4798999997,7522376.42,427.01437000000004,P__mgnu_PTRO
273,399232.5599999996,7522583.0799,427.01437000000004,P__mgnu_PTRO
274,399821.23010000034,7522477.3301,427.01437000000004,P__mgnu_PTRO
275,400619.13009999966,7521579.1799,396.06302,P__mgnu_PTRO
276,401134.24980000034,7521430.5601,396.06302,P__mgnu_PTRO
277,401671.95000000024,7520355.5,396.06302,P__mgnu_PTRO
278,401749.63009999966,7520160.62,454.63773,P__mgnu_PTRO
279,405034.5800000001,7527460.5501,390.3754,P__mgnu_PTRO
280,405726.5399000002,7526860.7202,376.01456,P__mgnu_PTRO
281,406572.5099999998,7526255.1501,380.02907999999996,P__mgnu_PTRO
282,407195.2900999999,7525788.0901,376.15866,P__mgnu_PTRO
283,407502.75,7525722.99,376.15866,P__mgnu_PTRO
284,408615.54,7524924.8199,372.0066,P__mgnu_PTRO
285,409298.2599999998,7524225.1799,403.8956,P__mgnu_PTRO
286,410327.18010000046,7523744.9,376.90692,P__mgnu_PTRO
287,404149.7399000004,7528287.8703,376.54306,P__mgnu_PTRO
288,404443.8200000003,7527745.72,390.3754,P__mgnu_PTRO
289,404564.8499999996,7527637.7099,390.3754,P__mgnu_PTRO
290,404958.51979999995,7527463.4601,390.3754,P__mgnu_PTRO
291,395077.5126,7526524.5678,399.98800000000006,P__mgnu_PTRO
292,395565.3817999996,7527449.5634,399.98800000000006,P__mgnu_PTRO
293,396183.3103,7527133.7637,392.46356000000003,P__mgnu_PTRO
294,397116.70320000034,7527999.0804,392.46356000000003,P__mgnu_PTRO
295,397370.6185999997,7528222.1764,387.89752000000004,P__mgnu_PTRO
296,398653.8025000002,7529163.872,387.89752000000004,P__mgnu_PTRO
297,400484.31460000016,7529579.7947,388.42776000000003,P__mgnu_PTRO
298,401743.23000000045,7529683.021000001,373.9628,P__mgnu_PTRO
299,402028.5210999996,7530008.0876,373.93118,P__mgnu_PTRO
300,410851.5999999996,7521188.8701,383.88644,P__mgnu_PTRO
301,408902.2298999997,7522033.2999,378.13495,P__mgnu_PTRO
302,407628.0502000004,7522600.2101,382.05667,P__mgnu_PTRO
303,406366.0900999997,7523017.86,387.0615,P__mgnu_PTRO
304,433749.8973000003,7494302.3649,367.0,P__mgnu_PTRO
305,432716.88939999975,7494799.2008,371.0,P__mgnu_PTRO
306,431857.7758999998,7495423.5179,358.0,P__mgnu_PTRO
307,430949.19859999977,7496222.8816,367.0,P__mgnu_PTRO
308,431044.64010000037,7496237.1395,367.0,P__mgnu_PTRO
309,431222.4199000001,7496186.9807,367.0,P__mgnu_PTRO
310,431277.9395000003,7496270.1996,367.0,P__mgnu_PTRO
311,430610.8494999996,7496664.72,367.0,P__mgnu_PTRO
312,430113.9099000003,7496859.49,365.0,P__mgnu_PTRO
313,429944.6195,7496935.0801,365.0,P__mgnu_PTRO
314,425681.55989999976,7522407.9499,369.04992999999996,P__mgnu_PTRO
315,425296.2799000004,7522498.22,377.26752,P__mgnu_PTRO
316,423692.8998999996,7523921.0299,442.1549,P__mgnu_PTRO
317,422234.8300000001,7525064.2401,441.24594,P__mgnu_PTRO
318,421158.05989999976,7525943.0699,441.24594,P__mgnu_PTRO
319,421050.51979999995,7526250.0401,441.24594,P__mgnu_PTRO
320,421056.0899,7526340.8899,441.24594,P__mgnu_PTRO
321,421144.04999999976,7526492.3401,458.1533,P__mgnu_PTRO
322,421452.98010000034,7526673.74,458.1533,P__mgnu_PTRO
323,421335.61990000034,7527624.51,458.1533,P__mgnu_PTRO
324,425980.34989999974,7522652.38,369.04992999999996,P__mgnu_PTRO
325,425726.5199999996,7522416.3202,369.04992999999996,P__mgnu_PTRO
326,420432.51989999966,7529127.7601,471.65792999999996,P__mgnu_PTRO
327,423948.4900000002,7525681.91,377.1814,P__mgnu_PTRO
328,424236.4698999999,7525319.33,377.1814,P__mgnu_PTRO
329,425033.95000000024,7524113.17,376.0998,P__mgnu_PTRO
330,425596.04999999976,7523300.7,369.04992999999996,P__mgnu_PTRO
331,403362.0100999996,7531608.9401,373.6404,P__mgnu_PTRO
332,402803.5700000003,7531993.06,373.6404,P__mgnu_PTRO
333,406675.3459000001,7530250.9355,372.25073,P__mgnu_PTRO
334,407058.8399,7529124.4401,373.87515,P__mgnu_PTRO
335,406908.81989999954,7528588.7601,373.87515,P__mgnu_PTRO
336,407096.5899999999,7528019.3,373.87515,P__mgnu_PTRO
337,407116.95969999954,7527889.5001,374.89426000000003,P__mgnu_PTRO
338,406991.5700000003,7527574.7603,374.89426000000003,P__mgnu_PTRO
339,406677.3499999996,7527610.9099,374.89426000000003,P__mgnu_PTRO
340,406447.8399999999,7527900.6699,376.01456,P__mgnu_PTRO
341,406390.2701000003,7528006.1501,376.01456,P__mgnu_PTRO
342,405875.1793,7528552.6346,377.18896,P__mgnu_PTRO
343,405945.70000000024,7529320.5901,377.18896,P__mgnu_PTRO
344,405904.28000000026,7530077.8201,377.49447999999995,P__mgnu_PTRO
345,405771.0399000002,7530789.4501,377.49447999999995,P__mgnu_PTRO
346,405506.75030000036,7531147.44,365.76596,P__mgnu_PTRO
347,404687.46,7531488.6099,370.14645,P__mgnu_PTRO
348,404014.7199999997,7531513.9899,370.14645,P__mgnu_PTRO
349,422579.4099000003,7530865.09,444.05997,P__mgnu_PTRO
350,420981.8499999996,7531212.5701,453.3141,P__mgnu_PTRO
351,422286.11990000034,7531203.3799,453.3141,P__mgnu_PTRO
352,425412.48010000034,7525053.0101,377.1814,P__mgnu_PTRO
353,423853.78000000026,7527089.76,386.94934,P__mgnu_PTRO
354,421441.78000000026,7529500.58,406.9718,P__mgnu_PTRO
355,421300.9401000002,7529700.8301,432.72714,P__mgnu_PTRO
356,421077.09989999974,7530982.94,432.72714,P__mgnu_PTRO
357,337269.7736,7609317.1318,328.0,A_GR_mg
358,337596.2527000001,7608103.7362,327.0,A_GR_mg
359,338052.29559999984,7607124.1673,341.0,A_GR_mg
360,338661.62100000033,7606463.4872,341.0,A_GR_mg
361,338778.7128999997,7604819.2861,323.0,A_GR_mg
362,338820.7531000003,7603938.3371,328.0,A_GR_mg
363,339229.6832999997,7602409.4365,326.0,A_GR_mg
364,339590.2254999997,7601019.8436,332.0,A_GR_mg
365,340183.3847000003,7599705.2182,328.0,A_GR_mg
366,340915.84800000023,7598816.0003,328.0,A_GR_mg
367,341333.92789999954,7598295.7593,327.0,A_GR_mg
368,342542.1085000001,7596618.8146,325.0,A_GR_mg
369,342234.1907000001,7594186.4196,328.0,A_GR_mg
370,341615.88040000014,7593159.926,334.0,A_GR_mg
371,341603.3306,7591560.5776,336.0,A_GR_mg
372,341643.24039999954,7591482.5154,336.0,A_GR_mg
373,341183.9254000001,7591861.9611,336.0,A_GR_mg
374,341286.9307000004,7593239.7658,334.0,A_GR_mg
375,340531.7379000001,7596735.8024,328.0,A_GR_mg
376,339676.6966000004,7598445.0282,328.0,A_GR_mg
377,339243.1320000002,7599220.8746,331.0,A_GR_mg
378,336972.65160000045,7603887.2334,328.0,A_GR_mg
379,336478.6857000002,7606981.3294,329.0,A_GR_mg
380,336684.7567999996,7607970.1084,327.0,A_GR_mg
381,337179.61390000023,7609214.4524,327.0,A_GR_mg
382,306745.67640000023,7684128.598999999,226.6844,A_GR_mg
383,307383.82440000033,7682376.0199,233.77585,A_GR_mg
384,308609.55879999977,7679806.1787,238.20583,A_GR_mg
385,309619.9472000003,7678144.1361,245.74991,A_GR_mg
386,309153.00939999986,7678258.2538,245.74991,A_GR_mg
387,308869.28639999963,7678404.9639,245.74991,A_GR_mg
388,308235.3788999999,7678685.0469,245.74991,A_GR_mg
389,307913.4034000002,7678853.6527,245.29783999999998,A_GR_mg
390,307290.93960000016,7679203.0989,245.29783999999998,A_GR_mg
391,307146.9302000003,7679244.6402,245.29783999999998,A_GR_mg
392,306967.5536000002,7679167.5513,245.29783999999998,A_GR_mg
393,306722.9921000004,7679657.3991,243.14142999999999,A_GR_mg
394,305682.76190000033,7681057.7308,240.69516000000002,A_GR_mg
395,305752.6623999998,7681793.5142,244.29227999999998,A_GR_mg
396,305959.4517000001,7682031.9758,244.29227999999998,A_GR_mg
397,306033.8373999996,7682080.5358,244.29227999999998,A_GR_mg
398,306220.44909999985,7682091.1954,244.29227999999998,A_GR_mg
399,306686.5136000002,7682281.2989,233.77585,A_GR_mg
400,306685.4552999996,7682722.7571,233.77585,A_GR_mg
401,306587.0301000001,7683820.5156,240.17912,A_GR_mg
402,306735.13819999987,7684069.7309,226.6844,A_GR_mg
0,307450.0508000003,7611445.2558,264.0,AP___pj_ccx
1,306850.02020000014,7611442.5612,264.0,AP___pj_ccx
2,307179.76750000013,7610845.3041,291.0,AP___pj_ccx
3,306954.7849000003,7610528.9922,291.0,AP___pj_ccx
4,307115.17179999966,7609912.6321,291.0,AP___pj_ccx
5,306719.99949999986,7609306.1504,291.0,AP___pj_ccx
6,306160.8069000002,7609269.3677,316.0,AP___pj_ccx
7,306217.36149999965,7609829.1665,290.0,AP___pj_ccx
8,306291.0401999997,7610548.1702,290.0,AP___pj_ccx
9,305762.60940000036,7611263.4475,267.0,AP___pj_ccx
10,305050.44489999954,7613232.0591,270.0,AP___pj_ccx
11,304202.9034000002,7613926.0606,270.0,AP___pj_ccx
12,303244.81010000035,7614214.7141,243.0,AP___pj_ccx
13,303060.4523,7614740.2146,243.0,AP___pj_ccx
14,303100.8041000003,7614901.7047,243.0,AP___pj_ccx
15,303668.9348,7614900.5555,272.0,AP___pj_ccx
16,303962.8531999998,7614455.3266,272.0,AP___pj_ccx
17,304385.01350000035,7615298.4135,272.0,AP___pj_ccx
18,304268.3098,7615924.4725,279.0,AP___pj_ccx
19,304477.6621000003,7616664.8154,279.0,AP___pj_ccx
