WKT	OBJECTID	FEATURE
"LINESTRING (381386.3500334527 7495433.500014246, 381535.4799164785 7495014.399736235, 381590.8898850325 7494816.029970558, 381620.1199152526 7494656.879971301, 381660.7101544747 7494499.909890952, 381757.9999314472 7494190.090012306, 381905.709876122 7493856.579926958, 382106.4100193195 7493437.150028883, 382256.5100079272 7493188.320019068, 382328.0200402373 7493049.459872697, 382561.3299728204 7492683.600104946, 382661.9499053061 7492502.970042959, 382815.5099541899 7492250.189942944, 383017.7100204993 7491963.559936593, 383106.9500675341 7491857.329945071, 383181.2899782164 7491755.950017256, 383288.3000231842 7491635.42008538, 383534.6800650423 7491395.189963908, 383689.6600500271 7491264.930040342, 383997.9901372958 7490977.16991058, 384396.159970291 7490583.859979719, 384661.1398774013 7490366.229929663, 385095.4399658451 7490036.799884886, 385439.0699879853 7489800.3699255, 386131.9999936288 7489367.270089069, 386554.210055341 7489076.559997922, 387018.5400506593 7488794.350012925, 387140.550070961 7488732.819992288, 387828.4901073463 7488329.159970922, 388079.7800669577 7488174.129682685, 388242.2100150073 7488061.129984511, 388508.6600851752 7487894.869885165, 388939.2899343427 7487678.799933264, 389048.7899791421 7487635.30006521, 389159.290099741 7487579.460054913, 389770.2900674129 7487351.129978023, 390111.2899887525 7487214.470064852, 390288.0898070084 7487153.200071802, 390727.9700353611 7486964.810095437, 390925.9500472201 7486857.460053288, 391897.9501091046 7486238.629973716, 392017.2500228798 7486149.659954429, 392202.7598825172 7486027.200012559, 392487.0800211793 7485805.589878277, 392679.8800688973 7485673.239866687, 392945.2901045037 7485468.960130335, 393263.8200205723 7485253.059955987, 393542.900010867 7485089.910064304, 393634.6098982021 7485026.199952027, 393845.5800328134 7484838.359874821, 394211.7899235459 7484457.469993976, 394478.9900098713 7484233.770020093, 394815.8999825111 7483923.989971709, 394982.7700229259 7483737.51997129, 395071.2899605762 7483654.130006291, 395157.8899221411 7483553.719893413, 395430.9500465412 7483269.329928461, 395831.6300551752 7482814.780062137, 396065.5000074245 7482524.529983853, 396401.3699980862 7482147.030172748, 396504.7101951595 7482014.860061704, 396640.3999033449 7481868.140262883, 396830.9800786274 7481623.049943653, 397417.7500497969 7480979.350095397, 398494.3699229266 7479945.989951144, 399034.4601241332 7479391.079961643, 399394.5199377667 7479069.819818904, 399608.6099819327 7478904.319998779, 399847.029937963 7478733.959955503, 399983.2700459659 7478656.070089864, 400233.6697803289 7478544.42000361, 400320.4599431939 7478498.180045898, 400383.8099436956 7478455.129947425, 400554.0400351267 7478323.770074348, 400655.0100716166 7478235.590096829, 400978.3199718203 7477914.819897594, 401147.1399140358 7477771.540080877, 401632.2200660976 7477275.029952861, 402339.7900147252 7476481.46987669, 402368.6700605787 7476434.830026411, 402523.5799775021 7476242.329972597, 403012.350033639 7475711.139895502, 403552.679880633 7475190.590043161, 403937.240040971 7474847.74005344, 404114.1600932311 7474715.420085891, 404516.4199402845 7474390.299965775, 404936.4000208881 7474032.550108978, 405261.4798809579 7473719.680199319, 406035.900016644 7473026.300130308, 406535.6887857001 7472299.6944989, 406808.940374041 7471537.420439266, 406983.550513952 7470932.596211003, 407306.8694858793 7469959.8742807, 407629.3443340166 7469118.858181181, 407976.191937713 7468277.984331397, 408664.8370884275 7467412.83088731, 409573.512537553 7466469.938001502, 410985.790065093 7465158.470064049, 411258.7900442006 7464920.46997057, 411584.7900327668 7464654.470111819, 411833.7500430094 7464433.819913431, 412278.8399362694 7464079.559988052, 412644.8097970104 7463766.020074664, 412885.6202833196 7463584.060061716, 412997.6197178755 7463486.800131611, 413344.9800529592 7463245.019985145)"	"17_1"	"Fault or shear zone"
"LINESTRING (322064.3095404371 7529773.579127866, 323333.9559126466 7528409.578805462, 324321.466368832 7527233.560290984, 325355.9649873474 7525681.558454537, 326296.4329195808 7524317.547699873, 326813.6673976909 7523659.040409445, 328177.3852259867 7521778.032601334)"	"18"	"Fault or shear zone"
"LINESTRING (314553.8368743319 7528446.082241686, 315431.8391619112 7528542.575920707, 316226.5619739461 7528675.07956757, 317120.6099622617 7528906.088938076, 317827.07468458 7529137.57435319, 318743.2318726048 7529556.579061715, 319902.2396021504 7530185.086476063, 320752.1806829462 7530736.08681914, 321193.7656990356 7531056.083305229)"	"19"	"Fault or shear zone"
"LINESTRING (462940.6599224504 7451462.319967991, 463009.9199490204 7451321.090052859, 463089.349919755 7451128.709933102, 463125.4601130153 7451014.680035076, 463275.959989677 7450257.700054532, 463773.4500686593 7448639.179820864, 464311.8999361357 7447195.220067189, 464671.4300339142 7446291.85995554, 465258.4698956754 7444724.400067357, 465392.2498623829 7444264.349931596, 465542.7498712079 7443804.310028222, 465793.5800651085 7442972.040105784, 466110.5599899085 7441883.650119518, 466612.2303272104 7440277.680025227, 466690.9375729267 7440037.841408704, 467251.9258168892 7438316.138563544, 468897.4575865776 7433234.013479633)"	"20"	"Fault or shear zone"
"LINESTRING (305096.3544002967 7602832.536232302, 304814.4747251384 7603026.693514301, 304395.8895921074 7603298.980454641, 304094.9712052215 7603444.82857591, 303272.7854082389 7603874.396414235, 302875.9088669112 7604053.557511514, 302447.3620546469 7604285.143224285, 301651.7068874268 7604672.415760545, 301228.360642558 7604944.100811445, 300855.6910667354 7605130.817881842, 300539.3517697612 7605307.077392442, 299161.2971964879 7606163.980041957, 299014.1156684114 7606247.390080467, 298219.8493591845 7606718.306785936, 295736.1521459706 7608377.464253819, 293177.962889499 7610296.012855331, 290141.689474632 7611944.450432319, 289647.3097625561 7612258.459787106, 289270.1902906084 7612486.308779737, 288724.6899260608 7612891.77045165, 288535.9106628345 7613084.579824401, 288347.0802790159 7613297.750625591, 288224.5003336696 7613470.400400474, 288061.1897752611 7613653.110210793, 287841.8702084534 7613850.909972538, 286975.2897495041 7614453.859782437, 285955.6497059381 7615214.110104229, 285654.7795418371 7615467.640248648, 285353.849932231 7615741.530525576, 285088.7000967059 7615954.459531707, 284792.8395583928 7616233.459738608, 284333.8791623656 7616618.818731577, 284038.1896657478 7616836.748420608, 283701.8595175231 7617034.200552181, 283003.8502836097 7617393.3886762, 281970.5733314799 7617840.753849667, 281241.3883404937 7618156.460078581, 281202.0401798319 7618175.66007789, 281072.8702089358 7618238.679454909, 280680.9803799577 7618429.55010626, 280415.9886153387 7618586.50966171, 280201.9398153508 7618718.170562026, 279926.6706272699 7618910.710242946, 279401.5004838258 7619321.319521584, 279172.030330291 7619514.010231102, 278947.5600415254 7619732.149288444, 278733.3901395919 7619909.609470639, 278549.7698142454 7620076.989515958, 278259.1098058131 7620315.290376657, 278190.0000000009 7620359.24385779)"	"21"	"Fault or shear zone"
"LINESTRING (462225.9100421531 7482114.110059553, 461684.0100362333 7482169.130242679, 461184.0200963828 7482155.940029357, 460791.8899693337 7482115.709863643, 459720.8597614148 7481953.629908452, 458078.870040276 7481660.329870049, 457946.9999273448 7481628.110079421, 457603.780027752 7481497.940071097, 457514.1300417883 7481476.94999973, 457404.1999385222 7481477.050027609, 457109.3300522519 7481506.919916543, 456942.8799184044 7481538.059947597, 456708.8799220196 7481562.489972429, 456408.8398735454 7481620.200105306, 456244.9399019655 7481637.059935382, 456161.2700199713 7481634.479688529, 456040.4599909633 7481602.20012249, 455961.4899591465 7481555.209919665, 455914.1000481984 7481506.960089019, 455807.8900552916 7481376.729946381, 455731.369923622 7481301.32999984, 455682.7100599145 7481263.079971652, 455600.819936603 7481222.589887107, 455442.7799141689 7481183.800049575, 455403.3900719642 7481158.230048217, 455348.1499954409 7481107.420077546, 455314.4599316213 7481060.150051089, 455291.5500106468 7480985.68006856, 455276.5700732719 7480886.219984766, 455274.6700499723 7480782.909947475, 455305.7300086342 7480517.959965007, 455356.6300509762 7480365.079905875, 455407.6299165761 7480157.279961232, 455435.41986613 7479878.099918609, 455431.4300303921 7479756.440128697, 455403.4097210714 7479588.860135734, 455356.7799729838 7479430.250038741, 455286.2800746685 7479251.930047307, 455174.2100609163 7479033.150043681, 455103.3599506143 7478844.590128995, 455017.9500827826 7478454.120005963, 454990.3899968815 7478293.519989225, 454952.4399947871 7477956.009953991, 454924.6299621597 7477451.410058577, 454921.2399976935 7477213.299916424, 454883.9399683427 7476733.349923398, 454859.7800557687 7476533.979906286, 454829.6700915979 7476388.619989781, 454753.6000513435 7475916.76009935, 454748.8600626332 7475696.349977792, 454711.910026955 7475326.479979498, 454713.6501227231 7475217.340107094, 454756.3899355762 7474913.229943143, 454763.9600706504 7474806.440005587, 454764.2801009135 7474646.589704299, 454739.5800677125 7474501.400118962, 454703.2598591034 7474397.339898567, 454606.8699160728 7474239.120072937, 454534.5499418041 7474142.200020729, 454337.819939729 7473909.179983752, 453848.8402493155 7473436.690057946, 453760.9399821255 7473364.459891308, 453370.2500958746 7473084.369918983, 453111.3100115143 7472937.530010086, 452925.6299293016 7472841.390000316, 452792.429948262 7472760.229896982, 452587.2499384902 7472610.660022665, 452502.2500727494 7472538.629941663, 452436.0299878226 7472455.77999681, 452398.9900293457 7472376.920122441, 452379.3199362846 7472260.090001877, 452380.6101054859 7472201.549974754, 452391.2897386882 7472142.700299898, 452445.7899887709 7472039.860059904, 452551.3800469362 7471893.819971222, 452627.2999944492 7471818.880122164, 452764.5502646947 7471704.480049596, 452876.6299923087 7471638.43012174, 453229.2699434972 7471499.779868853, 453487.090124591 7471368.699993946, 453585.3900804372 7471299.579938071, 454014.8700545492 7470976.879973007)"	"22"	"Fault or shear zone"
"LINESTRING (422661.3800669068 7515793.03002447, 423409.7898860619 7514707.199943071, 423521.3200126296 7514527.490152759, 423862.409957821 7513819.000011329, 424236.6600379591 7512834.799968505, 424369.9100294817 7512511.039859692, 424452.560050184 7512366.409959832, 424653.900040883 7512058.100010101, 424725.0600166728 7511973.480333526, 424910.6700109244 7511777.770061009, 425017.8300111953 7511685.37985947, 425132.390055675 7511567.130121313, 425358.7900251328 7511329.470152926, 425430.8001029355 7511244.219955232, 425503.4200321823 7511137.550054142, 425908.970306833 7510596.669928774, 426225.7600278442 7510111.39009449, 426764.6198824817 7509365.779956171, 426856.5701159695 7509230.440083881, 426910.7899729641 7509142.470138062, 427071.790065838 7508930.469873006, 427241.369965109 7508745.910030892, 427377.6400249416 7508622.830022821, 427590.3299518519 7508414.529932525, 428006.9099540012 7508112.450023081, 428970.7899440941 7507304.469922218, 429153.4301088984 7507133.75986865, 429288.689978116 7507024.659941899, 429583.759956799 7506817.020053038, 429824.9300698293 7506622.470224341, 429992.1200579376 7506509.47009985, 430092.7900524192 7506431.469967734, 430525.1900180326 7506125.209978034, 430918.5501909718 7505885.880149553, 431373.6199960984 7505555.16999064, 431572.789959173 7505420.470074527, 432341.4599153102 7504598.08011766, 432667.7899160343 7504257.470043186, 432800.7899625516 7504135.469888337, 433270.789961144 7503646.46992109, 433584.8499403404 7503349.099881768, 433881.9699451168 7503061.580093702, 434040.6799987138 7502935.779984172, 434204.5000302123 7502786.099902101, 434572.4600458776 7502416.780018364, 435025.1400428435 7502000.159984285, 435134.2298658062 7501904.790124821, 435279.7899756993 7501791.470071364)"	"23"	"Fault or shear zone"
"LINESTRING (451843.6599532314 7462270.260022298, 451761.2201062864 7461755.730073925, 451723.2400842871 7461582.819914028, 451672.6601164324 7461229.260125477, 451555.6600218972 7460658.260008521, 451494.6601499725 7460055.259941809, 451428.6600473941 7459635.26024441, 451273.62005239 7458389.880065277, 451210.4299294436 7457879.400053551, 451157.6599815409 7457663.259831816, 450937.759900665 7456875.429943087, 450854.3699964943 7456547.760012114, 450776.1199213265 7456180.220064459, 450718.470063308 7455853.380079797, 450689.6401504492 7455565.030041236, 450631.9800139549 7454997.819967899, 450622.3698852339 7454344.140068103, 450641.5899671595 7453478.970033434, 450650.1799256925 7452654.079983693)"	"24"	"Fault or shear zone"
"LINESTRING (454123.9858313901 7590582.839642053, 453766.6255908115 7590699.576585826, 453042.410017794 7590960.439905828, 452884.420028911 7591030.740096273, 452702.110098606 7591129.910028576, 451824.0299741942 7591633.220065887, 451008.8198666591 7592178.04006177, 450162.3700434556 7592719.3099996, 449976.0099365283 7592857.0100407, 449720.1396003654 7593059.644364399, 449261.0797628248 7593423.169998375, 448579.4897589339 7593935.510093123, 448404.9599240748 7594061.310343741, 448043.0400033183 7594300.539919812, 447890.1100103036 7594409.410007603, 447385.4300248921 7594822.339962299, 447239.309963692 7594958.77008565, 446850.7599825263 7595347.46991007, 446338.6999278609 7595883.019704591, 445499.880058377 7596940.199941354, 445120.1400443632 7597467.660044406, 444793.5200296799 7597841.450084759, 444451.0400428632 7598218.180186261, 443289.70005034 7599435.08999849, 442550.1899779262 7600100.639993624, 442422.5599701498 7600206.480013691, 442310.9101039516 7600281.369871602, 441938.0200399989 7600504.559983557, 441407.0099463295 7600790.180032643, 440688.2700861217 7601130.139972018, 439634.9499995718 7601577.310001103, 439127.5600692201 7601851.420071384, 438642.3398971567 7602137.550035086, 438525.4100082396 7602215.119717481, 438383.840068575 7602330.939725688, 438081.4501014575 7602600.98997049, 437767.7500382792 7602901.499960763, 437673.8401067993 7602965.619993109, 437453.9200127218 7603080.060015631, 437354.8899759091 7603151.170022047, 437054.050034578 7603457.130174326, 436957.8599295057 7603542.479982607, 436862.7901493264 7603601.679871786, 436613.6199596981 7603726.589919196, 436240.1601293003 7603974.320069964, 436088.3101430256 7604038.069975765, 435452.7498753117 7604226.329968256, 435307.3299430571 7604275.59003754, 434724.8599479795 7604530.610025239, 434548.0701437499 7604619.729906411, 434194.7399784047 7604842.039740727, 434075.6000814224 7604907.080084722, 433944.2600984024 7604959.210080472, 433565.1400769036 7605083.089990527, 433395.9599817879 7605146.510207691, 433033.3100092085 7605322.400138105, 432574.1299240347 7605532.9099793, 432414.4199996749 7605623.260138059, 432054.9801103128 7605870.880000735, 431860.3399848621 7606034.599897875, 431231.0600634804 7606644.640089007, 430879.7100198139 7606915.670097151, 430745.1601378536 7607030.120019865, 430064.0501371026 7607692.670037715, 429625.4599486096 7608099.24994283, 429102.489940051 7608629.240075786, 428725.4099827958 7609053.599974547, 428329.7399954973 7609527.730123655, 427889.219991101 7609940.539960174, 427285.2899921639 7610420.82999065, 426734.9601197643 7610838.289915533, 426206.1900195768 7611253.110064502, 426049.6200312786 7611387.620064496, 425614.8300431315 7611793.560100552, 425502.840012704 7611887.720075076, 425135.8300704183 7612149.280078042, 424462.2100645723 7612612.550019903, 423971.5599792823 7613018.390004775, 423780.0500627505 7613185.850066041, 422924.0502459789 7614036.930060885, 422124.5900206026 7614775.180026722, 421992.1501152124 7614923.969989705, 421561.489979839 7615449.409960844, 421137.3700249726 7615898.839986004, 420741.2200008985 7616338.390117876, 420601.3900860604 7616474.530133545, 419892.029972842 7617125.520059519, 419741.8400382744 7617282.619928423, 419682.4599988647 7617355.969914299, 419604.8698781868 7617471.059980584, 419175.6098958561 7618144.010053484, 419090.2800008031 7618304.739934497, 418908.3299939651 7618722.200253885, 418749.2300425582 7619148.889968207, 418681.2099070763 7619392.470042319, 418549.5899754139 7620159.510063848, 418488.3199991724 7620631.040017413, 418463.8800091743 7620990.769991845, 418464.8718098691 7621256.858441987, 418445.8999382136 7621479.779897626, 418466.1700176708 7621605.08003177)"	"30"	"Fault or shear zone"
"LINESTRING (457840.7699536388 7485545.709963579, 457312.3999523266 7485775.949973118, 457143.4901145739 7485837.420089414, 456982.9800453781 7485869.579959549, 456581.2999387405 7485913.50974457, 456518.3699537407 7485912.849923067, 456415.4200269626 7485897.210096055, 456140.3000262642 7485894.919869315, 456017.6900135804 7485879.600054165, 455900.9500389178 7485846.990102234, 455753.2099841186 7485770.539975792, 455678.9200557262 7485741.030090963, 455564.9899357956 7485710.270063205, 455492.3999289357 7485705.280106686, 455321.7000286545 7485756.270140303, 455158.8199251982 7485831.919979436, 454951.5500776269 7485901.710118027, 454722.3299659313 7485938.18001513, 454556.1601105706 7485973.95995946, 454267.2500627413 7486057.550019657, 453986.5301013689 7486124.139931886, 453774.9200820348 7486183.810074933, 453688.9098968695 7486198.820020295, 453417.6599252605 7486226.03992523, 453335.2800084157 7486223.730096443, 453253.7200852384 7486207.799882615, 453182.8399564213 7486181.850114358, 452999.1998879847 7486088.130126026, 452860.9799220429 7486037.629738167, 452527.2203251261 7485861.580009909, 452395.8399747857 7485802.190076059, 452113.7300311916 7485568.679998768, 451920.4399901117 7485429.160075136, 451681.7701013169 7485303.040158303, 451434.1498918723 7485120.509933206, 451222.3199506162 7485003.569961706, 451102.9899542861 7484961.180018641, 450911.7399883127 7484918.099987864, 450616.769961688 7484837.520044373, 450014.9001358753 7484726.389995266, 449790.4899358599 7484659.750084542, 449704.4700524923 7484623.860139862, 449410.8700714599 7484467.319882465, 449229.1200201394 7484338.110107227, 449137.6801056762 7484265.379955128, 449037.8199121237 7484171.38990376, 448986.3899567678 7484105.720074764, 448959.6854238633 7484045.836770446, 448944.0299128249 7484010.72994438, 448848.7100352382 7483661.199983509, 448829.5400476308 7483490.559968283, 448804.6099696415 7483389.500135778, 448686.0599330593 7483237.140021176, 448525.8299982955 7483074.729930259, 448480.5600761329 7482998.629885543, 448456.4100061387 7482925.780073421, 448448.7700122557 7482877.859976301, 448462.3401147629 7482678.219917137, 448378.4500408712 7482510.29003001, 448358.5599260742 7482416.530029861, 448354.7200556481 7482333.649957174, 448364.0800745966 7482168.700005429, 448396.779953326 7481974.299968896, 448477.2400419594 7481764.28997237, 448521.3500159059 7481694.83003604, 448555.600011766 7481657.910083284, 448606.8400316069 7481625.969950651, 448689.5699943777 7481604.009973847, 448719.0300301401 7481587.169883998, 448746.3800697324 7481564.009798886, 448811.0499392758 7481481.949901229, 449251.930071028 7480744.370073488, 449350.7700964981 7480598.839856586, 449704.3499411799 7480147.779982395, 450154.0399119017 7479650.020095397, 450332.1399079049 7479484.06988902, 450576.55998358 7479299.659725126, 450669.5500937682 7479240.780041578, 450772.159840163 7479194.389927798, 450931.7700735764 7479153.040059531, 451072.4898552335 7479078.419981083, 451144.940125965 7479022.520021786, 451198.1799543558 7478967.039956886, 451245.949813347 7478904.979690883, 451286.3500228227 7478837.130000025, 451471.0500439104 7478436.369916297, 451524.7901220624 7478292.979897683, 451614.4800610447 7478002.609982664, 451667.8999756437 7477761.079974526, 451675.1500028858 7477691.549990613, 451667.4000864676 7477665.249911874, 451655.520000867 7477656.430047696, 451626.5999383324 7477675.489970705, 451542.710043776 7477763.200014507, 451502.6800336664 7477790.75990841, 451461.7199359504 7477790.930006932, 451443.1501605848 7477773.439958306, 451438.5099760885 7477759.740047796, 451440.3300268061 7477702.640080479, 451462.0798693463 7477604.070051938, 451561.410130675 7477302.189905988, 451602.879944306 7477155.260081615, 451641.8599432359 7477064.9300868, 451752.4799797157 7476873.389790975, 451877.410031778 7476696.310043454, 451949.3799265072 7476578.060016285, 452154.6198659299 7476311.420068374, 452290.0699470741 7476068.789888426, 452424.4600857948 7475713.559964046, 452514.619866489 7475424.309980449, 452546.0596786135 7475300.100047495, 452600.2400555288 7475023.079943273, 452618.4000942235 7474964.979873493, 452633.2700371147 7474942.410048164, 452650.8200601957 7474935.259933788, 452708.9198861521 7474971.040069226, 452730.1403186996 7474975.229903672, 452754.9600129554 7474955.510003138, 452771.5499181233 7474922.930182328, 452794.8901198521 7474805.180113157, 452805.3400587236 7474652.769991159, 452808.959946354 7474429.450055622, 452826.8600164217 7474284.289969278, 452874.4400373775 7474056.360049384, 452893.220131433 7474004.200009754, 452916.5999951932 7473963.969890159)"	"32"	"Fault or shear zone"
