WKT	OBJECTID	dip	strike
"POINT (407048.2504000003 7588112.403)"	"2380"	"80.0"	"120.0"
"POINT (406958.8406999996 7587793.9578)"	"2381"	"80.0"	"100.0"
"POINT (409830.5301999999 7586572.4765)"	"2382"	"70.0"	"310.0"
"POINT (409566.1189000001 7581362.5069)"	"2383"	"80.0"	"100.0"
"POINT (410008.7806000002 7581246.3006)"	"2384"	"80.0"	"110.0"
"POINT (413119.3109999998 7592093.3027)"	"2385"	"40.0"	"130.0"
"POINT (414045.8799999999 7591288.8364)"	"2386"	"40.0"	"135.0"
"POINT (410863.0170999998 7593735.6684)"	"2387"	"20.0"	"115.0"
"POINT (411589.5914000003 7593280.651)"	"2388"	"50.0"	"125.0"
"POINT (412013.1639 7591829.2964)"	"2389"	"80.0"	"130.0"
"POINT (412312.6529999999 7591569.7493)"	"2390"	"85.0"	"125.0"
"POINT (410723.0932999998 7591269.7703)"	"2391"	"60.0"	"120.0"
"POINT (416149.0403000005 7593031.8717)"	"2392"	"10.0"	"110.0"
"POINT (417539.6277000001 7592634.4825)"	"2393"	"30.0"	"310.0"
"POINT (415270.1816999996 7592650.7392)"	"2394"	"20.0"	"110.0"
"POINT (416066.7797999997 7592380.6642)"	"2395"	"10.0"	"0.0"
"POINT (416106.5 7591937.3244)"	"2396"	"10.0"	"105.0"
"POINT (417148.7417000001 7591756.4913)"	"2397"	"20.0"	"105.0"
"POINT (418084.6615000004 7591236.1872)"	"2398"	"15.0"	"80.0"
"POINT (417780.4228999997 7590479.3912)"	"2399"	"30.0"	"115.0"
"POINT (418735.0113000004 7589958.8972)"	"2400"	"10.0"	"90.0"
"POINT (419611.2063999996 7590024.1139)"	"2401"	"35.0"	"110.0"
"POINT (420337.2282999996 7589637.0227)"	"2402"	"40.0"	"95.0"
"POINT (418988.2412 7589495.3215)"	"2403"	"15.0"	"200.0"
"POINT (419572.3190000001 7589423.956)"	"2404"	"55.0"	"115.0"
"POINT (417826.1791000003 7589263.6887)"	"2405"	"40.0"	"60.0"
"POINT (417054.6814000001 7589495.0616)"	"2406"	"55.0"	"125.0"
"POINT (416702.3942 7589626.0049)"	"2407"	"35.0"	"120.0"
"POINT (418222.6228 7588902.2922)"	"2408"	"30.0"	"40.0"
"POINT (418581.1602999996 7588929.2367)"	"2409"	"40.0"	"125.0"
"POINT (419648.3210000005 7588331.4284)"	"2410"	"70.0"	"125.0"
"POINT (420360.5393000003 7587602.9167)"	"2411"	"80.0"	"110.0"
"POINT (418881.4409999996 7586860.9277)"	"2412"	"80.0"	"115.0"
"POINT (417243.8987999996 7587146.0697)"	"2413"	"80.0"	"120.0"
"POINT (415484.4912 7589376.8756)"	"2414"	"80.0"	"300.0"
"POINT (415328.4797999999 7589104.921)"	"2415"	"10.0"	"110.0"
"POINT (414544.3908000002 7588812.0606)"	"2416"	"80.0"	"110.0"
"POINT (414436.2134999996 7588544.0551)"	"2417"	"80.0"	"130.0"
"POINT (416941.8865 7589212.1492)"	"2418"	"80.0"	"150.0"
"POINT (413114.6107999999 7590574.5818)"	"2419"	"80.0"	"135.0"
"POINT (412997.4704 7590464.9741)"	"2420"	"60.0"	"310.0"
"POINT (413258.8388999999 7589951.6486)"	"2421"	"55.0"	"125.0"
"POINT (414318.0670999996 7588262.8124)"	"2422"	"80.0"	"0.0"
"POINT (414024.7706000004 7588558.3322)"	"2423"	"80.0"	"125.0"
"POINT (410992.1881999997 7590102.8778)"	"2424"	"75.0"	"130.0"
"POINT (411808.5268000001 7588589.6959)"	"2425"	"70.0"	"135.0"
"POINT (411962.5427000001 7588070.6515)"	"2426"	"60.0"	"130.0"
"POINT (412630.7199999997 7587325.9131)"	"2427"	"75.0"	"150.0"
"POINT (411849.3025000002 7587245.0496)"	"2428"	"80.0"	"130.0"
"POINT (410552.2807 7587357.9766)"	"2429"	"60.0"	"10.0"
"POINT (410485.9099000003 7586213.3496)"	"2430"	"80.0"	"160.0"
"POINT (410758.4928000001 7585899.3535)"	"2431"	"70.0"	"320.0"
"POINT (412593.9023000002 7586129.9965)"	"2432"	"65.0"	"320.0"
"POINT (413385.0992999999 7586178.3067)"	"2433"	"55.0"	"140.0"
"POINT (414023.8306 7586086.4954)"	"2434"	"70.0"	"130.0"
"POINT (413245.4889000002 7585714.831)"	"2435"	"75.0"	"320.0"
"POINT (413430.1875 7587249.9785)"	"2436"	"80.0"	"290.0"
"POINT (414225.5075000003 7587016.696)"	"2437"	"75.0"	"290.0"
"POINT (414518.8369000005 7587140.6008)"	"2438"	"85.0"	"290.0"
"POINT (415143.4842999997 7586916.9263)"	"2439"	"85.0"	"130.0"
"POINT (414757.7024999997 7586300.7718)"	"2440"	"80.0"	"320.0"
"POINT (414942.1703000003 7586478.2556)"	"2441"	"60.0"	"310.0"
"POINT (415556.8320000004 7585114.0533)"	"2442"	"80.0"	"310.0"
"POINT (416027.8924000002 7585325.2303)"	"2443"	"80.0"	"140.0"
"POINT (417597.3074000003 7586044.5939)"	"2444"	"80.0"	"310.0"
"POINT (418141.5826000003 7586038.4751)"	"2445"	"60.0"	"340.0"
"POINT (418432.5537 7585662.0018)"	"2446"	"60.0"	"310.0"
"POINT (418887.3779999996 7585267.712)"	"2447"	"60.0"	"310.0"
"POINT (418372.8372999998 7584419.4247)"	"2448"	"70.0"	"130.0"
"POINT (420344.1465999996 7584216.1861)"	"2449"	"55.0"	"300.0"
"POINT (420486.2884 7583748.7312)"	"2450"	"60.0"	"310.0"
"POINT (417710.0033999998 7584000.6499)"	"2451"	"50.0"	"140.0"
"POINT (417430.9804999996 7583815.5776)"	"2452"	"80.0"	"135.0"
"POINT (415087.3218999999 7584016.4467)"	"2453"	"80.0"	"310.0"
"POINT (416143.8865999999 7583348.7226)"	"2454"	"60.0"	"310.0"
"POINT (416619.9934999999 7583276.5873)"	"2455"	"70.0"	"320.0"
"POINT (417419.5516999997 7582667.5913)"	"2456"	"75.0"	"310.0"
"POINT (417313.4771999996 7582180.5304)"	"2457"	"70.0"	"140.0"
"POINT (419097.9439000003 7582462.733)"	"2458"	"80.0"	"125.0"
"POINT (418994.3596000001 7581971.323)"	"2459"	"85.0"	"130.0"
"POINT (418647.7867000001 7581722.7336)"	"2460"	"60.0"	"130.0"
"POINT (418452.3108000001 7581714.3853)"	"2461"	"80.0"	"310.0"
"POINT (420325.9726999998 7582562.6126)"	"2462"	"60.0"	"135.0"
"POINT (421495.6375000002 7582676.7194)"	"2463"	"40.0"	"295.0"
"POINT (421854.4389000004 7581721.3839)"	"2464"	"55.0"	"125.0"
"POINT (421533.9642000003 7581005.7995)"	"2465"	"80.0"	"130.0"
"POINT (421352.8277000003 7580715.8985)"	"2466"	"80.0"	"130.0"
"POINT (411689.6711999997 7582125.8316)"	"2467"	"80.0"	"100.0"
"POINT (400807.3088999996 7578454.1889)"	"2468"	"70.0"	"120.0"
"POINT (420266.7511 7580415.9296)"	"2469"	"0.0"	"130.0"
"POINT (420136.1699000001 7580314.7202)"	"2470"	"85.0"	"310.0"
"POINT (419825.5736999996 7580211.5912)"	"2471"	"80.0"	"310.0"
"POINT (418876.9139999999 7580961.5485)"	"2472"	"75.0"	"300.0"
"POINT (421787.4496999998 7579453.6255)"	"2473"	"85.0"	"310.0"
"POINT (422498.1919999998 7580104.203)"	"2474"	"80.0"	"120.0"
"POINT (422697.9888000004 7579803.3543)"	"2475"	"80.0"	"125.0"
"POINT (422370.0268000001 7579575.0008)"	"2476"	"80.0"	"130.0"
"POINT (419810.4589999998 7578181.6244)"	"2477"	"70.0"	"110.0"
"POINT (422635.7408999996 7577763.8694)"	"2478"	"60.0"	"110.0"
"POINT (421864.3668999998 7577388.5558)"	"2479"	"80.0"	"90.0"
"POINT (422061.6982000005 7577707.6209)"	"2480"	"60.0"	"310.0"
"POINT (418689.8734999998 7575205.5902)"	"2481"	"80.0"	"115.0"
"POINT (419733.7561999997 7574991.9136)"	"2482"	"75.0"	"310.0"
"POINT (420181.0108000003 7574931.416)"	"2483"	"80.0"	"100.0"
"POINT (419156.1266000001 7574756.5915)"	"2484"	"85.0"	"290.0"
"POINT (427850.0499999998 7594579.0467)"	"2485"	"60.0"	"0.0"
"POINT (429631.8863000004 7593203.6167)"	"2486"	"70.0"	"120.0"
"POINT (430072.7833000002 7594122.6996)"	"2487"	"60.0"	"120.0"
"POINT (431404.8416999998 7592501.6996)"	"2488"	"70.0"	"115.0"
"POINT (431577.9385000002 7593036.1208)"	"2489"	"70.0"	"120.0"
"POINT (433376.3241999997 7592458.3584)"	"2490"	"80.0"	"90.0"
"POINT (434511.7686999999 7592237.0834)"	"2491"	"75.0"	"90.0"
"POINT (434694.7275 7591703.632)"	"2492"	"75.0"	"250.0"
"POINT (426383.5266000004 7592477.7444)"	"2493"	"55.0"	"140.0"
"POINT (429418.0632999996 7591912.2196)"	"2494"	"30.0"	"125.0"
"POINT (429110.2624000004 7591754.6116)"	"2495"	"60.0"	"125.0"
"POINT (428261.8640000001 7591616.2898)"	"2496"	"60.0"	"125.0"
"POINT (425118.2264999999 7591263.8415)"	"2497"	"60.0"	"125.0"
"POINT (429114.1792000001 7591205.4234)"	"2498"	"45.0"	"115.0"
"POINT (429136.6326000001 7589429.2849)"	"2499"	"20.0"	"115.0"
"POINT (428094.7619000003 7590476.1219)"	"2500"	"70.0"	"130.0"
"POINT (427187.1666000001 7590148.4486)"	"2501"	"80.0"	"130.0"
"POINT (426097.8740999997 7590394.6784)"	"2502"	"70.0"	"125.0"
"POINT (424283.4914999995 7590510.035)"	"2503"	"40.0"	"145.0"
"POINT (429707.8222000003 7589434.064)"	"2504"	"60.0"	"130.0"
"POINT (427712.9875999996 7589833.4727)"	"2505"	"50.0"	"305.0"
"POINT (426843.2818999998 7589832.9328)"	"2506"	"80.0"	"310.0"
"POINT (434524.4589999998 7589001.522)"	"2507"	"50.0"	"140.0"
"POINT (423679.2029999997 7587545.7883)"	"2508"	"30.0"	"120.0"
"POINT (427456.8717 7586690.2825)"	"2509"	"80.0"	"300.0"
"POINT (428392.9068999998 7586206.5209)"	"2510"	"80.0"	"300.0"
"POINT (428872.5676999995 7586605.7097)"	"2511"	"45.0"	"95.0"
"POINT (432252.6629999997 7585337.4878)"	"2512"	"65.0"	"95.0"
"POINT (434516.4111000001 7584999.3167)"	"2513"	"80.0"	"95.0"
"POINT (434365.8006999996 7584330.8927)"	"2514"	"50.0"	"330.0"
"POINT (434230.5606000004 7583877.295)"	"2515"	"70.0"	"325.0"
"POINT (435279.2505999999 7584021.6956)"	"2516"	"55.0"	"345.0"
"POINT (434422.8372 7583260.6206)"	"2517"	"80.0"	"315.0"
"POINT (434249.6991999997 7582975.6386)"	"2518"	"60.0"	"315.0"
"POINT (435119.2565000001 7582532.6787)"	"2519"	"70.0"	"310.0"
"POINT (427579.2400000002 7584249.4693)"	"2520"	"80.0"	"280.0"
"POINT (429670.7983999997 7583901.6501)"	"2521"	"80.0"	"280.0"
"POINT (429220.1878000004 7583373.2776)"	"2522"	"60.0"	"100.0"
"POINT (429223.148 7582186.5092)"	"2523"	"70.0"	"100.0"
"POINT (429707.6573000001 7582267.7727)"	"2524"	"60.0"	"90.0"
"POINT (430531.5738000004 7581931.7411)"	"2525"	"65.0"	"90.0"
"POINT (431225.2884999998 7582167.2731)"	"2526"	"85.0"	"90.0"
"POINT (430755.9019999998 7581328.0039)"	"2527"	"75.0"	"90.0"
"POINT (429947.5372000001 7581414.1964)"	"2528"	"60.0"	"95.0"
"POINT (432790.9434000002 7581678.1027)"	"2529"	"80.0"	"275.0"
"POINT (433876.6737000002 7581628.3728)"	"2530"	"85.0"	"100.0"
"POINT (437144.0729999999 7594406.0219)"	"2531"	"80.0"	"20.0"
"POINT (443161.5603999998 7594217.6403)"	"2532"	"85.0"	"310.0"
"POINT (443478.0936000003 7594170.3299)"	"2533"	"65.0"	"130.0"
"POINT (445059.8278999999 7592290.2826)"	"2534"	"40.0"	"295.0"
"POINT (443545.9238999998 7589419.267)"	"2535"	"60.0"	"295.0"
"POINT (441331.2385999998 7590015.4956)"	"2536"	"60.0"	"295.0"
"POINT (440199.6695999997 7590495.5779)"	"2537"	"60.0"	"290.0"
"POINT (439801.7169000003 7589718.966)"	"2538"	"55.0"	"285.0"
"POINT (437898.9140999997 7590569.5129)"	"2539"	"60.0"	"285.0"
"POINT (436244.9214000003 7591020.1511)"	"2540"	"60.0"	"0.0"
"POINT (436624.4611999998 7590339.6796)"	"2541"	"30.0"	"85.0"
"POINT (435228.1015999997 7590579.7908)"	"2542"	"30.0"	"200.0"
"POINT (435840.8174000001 7590075.2435)"	"2543"	"55.0"	"0.0"
"POINT (437852.8776000002 7589172.4672)"	"2544"	"20.0"	"120.0"
"POINT (435989.7538000001 7584614.1351)"	"2545"	"80.0"	"110.0"
"POINT (435678.0691 7582849.4742)"	"2546"	"85.0"	"305.0"
"POINT (436369.0708999997 7582580.0891)"	"2547"	"80.0"	"115.0"
"POINT (436815.3112000003 7582326.5307)"	"2548"	"80.0"	"300.0"
"POINT (437430.1874000002 7581673.7036)"	"2549"	"80.0"	"310.0"
"POINT (438268.0888 7583140.325)"	"2550"	"85.0"	"305.0"
"POINT (440745.5774999997 7580999.5008)"	"2551"	"85.0"	"90.0"
"POINT (438000.7668000003 7581091.902)"	"2552"	"80.0"	"305.0"
"POINT (424693.4336000001 7581246.6005)"	"2553"	"65.0"	"290.0"
"POINT (428140.2295000004 7580106.6425)"	"2554"	"80.0"	"290.0"
"POINT (424188.3509 7579848.5651)"	"2555"	"70.0"	"110.0"
"POINT (427452.3117000004 7579198.7973)"	"2556"	"80.0"	"105.0"
"POINT (423442.7698999997 7578505.5285)"	"2557"	"70.0"	"295.0"
"POINT (425797.7830999997 7578487.6821)"	"2558"	"85.0"	"110.0"
"POINT (426571.2680000002 7577882.8852)"	"2559"	"85.0"	"110.0"
"POINT (427760.6403000001 7578093.7623)"	"2560"	"85.0"	"110.0"
"POINT (428158.8980999999 7576997.3654)"	"2561"	"85.0"	"110.0"
"POINT (430862.9990999997 7579846.0656)"	"2562"	"80.0"	"310.0"
"POINT (433847.8132999996 7579790.5069)"	"2563"	"20.0"	"265.0"
"POINT (435134.5113000004 7580388.6351)"	"2564"	"80.0"	"100.0"
"POINT (429896.3140000002 7577748.8025)"	"2565"	"25.0"	"120.0"
"POINT (431798.4736000001 7576967.2416)"	"2566"	"70.0"	"110.0"
"POINT (431481.5692999996 7576460.6447)"	"2567"	"75.0"	"110.0"
"POINT (430709.7912999997 7575988.1209)"	"2568"	"80.0"	"110.0"
"POINT (428984.3070999999 7576607.9647)"	"2569"	"80.0"	"110.0"
"POINT (432960.1975999996 7574536.2564)"	"2570"	"80.0"	"115.0"
"POINT (432503.2624000004 7575221.4069)"	"2571"	"80.0"	"115.0"
"POINT (429029.3706999999 7576365.834)"	"2572"	"80.0"	"115.0"
"POINT (430640.1798999999 7574797.3632)"	"2573"	"80.0"	"115.0"
"POINT (431708.9979999997 7575126.8062)"	"2574"	"80.0"	"105.0"
"POINT (432697.1305 7574437.5965)"	"2575"	"70.0"	"290.0"
"POINT (429214.3579000002 7575053.6411)"	"2576"	"80.0"	"120.0"
"POINT (428508.3404999999 7575218.7975)"	"2577"	"65.0"	"100.0"
"POINT (423890.3872999996 7577264.631)"	"2578"	"65.0"	"120.0"
"POINT (423350.7297999999 7577049.8448)"	"2579"	"80.0"	"100.0"
"POINT (423382.8804000001 7576138.2003)"	"2580"	"80.0"	"275.0"
"POINT (423702.7284000004 7575725.0444)"	"2581"	"60.0"	"265.0"
"POINT (424016.0623000003 7575358.449)"	"2582"	"60.0"	"85.0"
"POINT (424568.9296000004 7574990.304)"	"2583"	"80.0"	"275.0"
"POINT (425694.5780999996 7576286.6501)"	"2584"	"80.0"	"90.0"
"POINT (425923.3838 7577148.3847)"	"2585"	"70.0"	"290.0"
"POINT (426882.4496999998 7576815.7724)"	"2586"	"65.0"	"100.0"
"POINT (426568.2418 7576200.2577)"	"2587"	"60.0"	"310.0"
"POINT (427362.6628999999 7575434.6035)"	"2588"	"80.0"	"105.0"
"POINT (426356.7770999996 7575622.0854)"	"2589"	"60.0"	"310.0"
"POINT (426008.9674000004 7575111.4093)"	"2590"	"60.0"	"275.0"
"POINT (427410.7774 7575012.2395)"	"2591"	"85.0"	"120.0"
"POINT (425979.5296999998 7574874.3976)"	"2592"	"60.0"	"85.0"
"POINT (426255.9963999996 7573616.2437)"	"2593"	"80.0"	"310.0"
"POINT (427642.8320000004 7574087.5777)"	"2594"	"50.0"	"70.0"
"POINT (428115.6898999996 7574455.4828)"	"2595"	"85.0"	"285.0"
"POINT (428693.3936999999 7574084.9882)"	"2596"	"80.0"	"130.0"
"POINT (429372.4473000001 7573403.7469)"	"2597"	"40.0"	"275.0"
"POINT (430088.3267000001 7573062.7463)"	"2598"	"40.0"	"85.0"
"POINT (430414.6229999997 7574007.764)"	"2599"	"50.0"	"260.0"
"POINT (430756.8668 7572562.938)"	"2600"	"80.0"	"260.0"
"POINT (430525.3729999997 7572755.3789)"	"2601"	"70.0"	"110.0"
"POINT (427019.2400000002 7573989.1078)"	"2602"	"60.0"	"50.0"
"POINT (440733.1922000004 7580735.0046)"	"2603"	"80.0"	"285.0"
"POINT (441419.7082000002 7580748.7118)"	"2604"	"80.0"	"280.0"
"POINT (438314.7107999995 7580820.3673)"	"2605"	"80.0"	"310.0"
"POINT (435768.7734000003 7580510.2204)"	"2606"	"55.0"	"115.0"
"POINT (436151.4878000002 7580172.999)"	"2607"	"55.0"	"115.0"
"POINT (435790.7485999996 7572972.7546)"	"2608"	"70.0"	"85.0"
"POINT (435457.3608999997 7584740.3694)"	"2609"	"80.0"	"95.0"
"POINT (445643.04 7609269.7865)"	"2610"	"70.0"	"331.0"
"POINT (446247.3037 7609225.9254)"	"2611"	"50.0"	"135.0"
"POINT (408416.9616 7608986.994)"	"2612"	"55.0"	"332.0"
"POINT (404227.8005999997 7614085.2063)"	"2613"	"80.0"	"255.0"
"POINT (453291.9863999998 7455871.3862)"	"2614"	"75.0"	"297.0"
"POINT (452699.0241999999 7455821.6483)"	"2615"	"60.0"	"286.0"
"POINT (451783.9013 7455564.593)"	"2616"	"40.0"	"286.0"
"POINT (452820.4461000003 7455201.4127)"	"2617"	"40.0"	"311.0"
"POINT (453215.1782999998 7454933.3335)"	"2618"	"60.0"	"133.0"
"POINT (454126.8432999998 7454063.8762)"	"2619"	"50.0"	"310.0"
"POINT (454926.1420999998 7453969.6851)"	"2620"	"40.0"	"342.0"
"POINT (455743.2013999997 7453414.6661)"	"2621"	"60.0"	"259.0"
"POINT (455971.5098000001 7454251.3981)"	"2622"	"45.0"	"292.0"
"POINT (456484.0790999997 7454060.7316)"	"2623"	"40.0"	"284.0"
"POINT (454614.6935999999 7453506.0229)"	"2624"	"50.0"	"308.0"
"POINT (455114.2536000004 7452883.9192)"	"2625"	"20.0"	"296.0"
"POINT (449159.0207000002 7455707.6598)"	"2626"	"60.0"	"307.0"
"POINT (449032.5542000001 7453793.0055)"	"2627"	"45.0"	"311.0"
"POINT (449059.9753 7453304.0593)"	"2628"	"20.0"	"298.0"
"POINT (449015.4260999998 7452787.4436)"	"2629"	"30.0"	"319.0"
"POINT (449182.1376 7452424.5459)"	"2630"	"60.0"	"91.0"
"POINT (455743.9916000003 7453264.8969)"	"2631"	"50.0"	"281.0"
"POINT (462977.4978999998 7453309.3592)"	"2632"	"40.0"	"260.0"
"POINT (453403.0277000004 7455512.8886)"	"2633"	"25.0"	"194.0"
"POINT (453061.1492999997 7454196.3797)"	"2634"	"0.0"	"301.0"
"POINT (451097.1298000002 7454983.9196)"	"2635"	"50.0"	"293.0"
"POINT (451177.4709000001 7454656.2119)"	"2636"	"45.0"	"291.0"
"POINT (455596.5635000002 7452225.1452)"	"2637"	"80.0"	"36.0"
"POINT (481955.6634 7440976.2123)"	"2638"	"25.0"	"253.0"
"POINT (479995.2889 7441540.2661)"	"2639"	"20.0"	"253.0"
"POINT (476456.1235999996 7442269.1775)"	"2640"	"25.0"	"267.0"
"POINT (472356.0173000004 7446176.4218)"	"2641"	"20.0"	"275.0"
"POINT (452626.8760000002 7443125.998)"	"2642"	"25.0"	"291.0"
"POINT (453152.8552000001 7445770.1608)"	"2643"	"35.0"	"301.0"
"POINT (454058.4993000003 7447097.8462)"	"2644"	"40.0"	"289.0"
"POINT (497174.3805999998 7455407.5017)"	"2645"	"30.0"	"310.0"
"POINT (497121.1399999997 7455753.7221)"	"2646"	"25.0"	"310.0"
"POINT (496244.5173000004 7456231.5535)"	"2647"	"30.0"	"143.0"
"POINT (496579.0687999995 7455828.8328)"	"2648"	"30.0"	"141.0"
"POINT (496429.6273999996 7456413.2934)"	"2649"	"20.0"	"322.0"
"POINT (494925.9391000001 7451216.9105)"	"2650"	"80.0"	"110.0"
"POINT (494141.4671999998 7450557.4205)"	"2651"	"55.0"	"138.0"
"POINT (493839.6662999997 7450761.021)"	"2652"	"65.0"	"155.0"
"POINT (493842.6162999999 7450993.0412)"	"2653"	"30.0"	"222.0"
"POINT (491031.5834999997 7455916.5484)"	"2654"	"65.0"	"161.0"
"POINT (471770.0636 7451028.1951)"	"2655"	"25.0"	"196.0"
"POINT (467046.4108999996 7451561.7542)"	"2656"	"25.0"	"220.0"
"POINT (468855.6453 7456456.9761)"	"2657"	"70.0"	"286.0"
"POINT (468322.307 7456366.6009)"	"2658"	"80.0"	"106.0"
"POINT (468113.2538999999 7456074.9871)"	"2659"	"70.0"	"107.0"
"POINT (467521.1649000002 7455734.0683)"	"2660"	"50.0"	"114.0"
"POINT (468400.9885999998 7455157.2012)"	"2661"	"60.0"	"125.0"
"POINT (468823.875 7455152.3239)"	"2662"	"40.0"	"141.0"
"POINT (469079.5389 7455017.2261)"	"2663"	"40.0"	"152.0"
"POINT (469320.5426000003 7454886.1984)"	"2664"	"80.0"	"166.0"
"POINT (469094.3191999998 7454434.4208)"	"2665"	"35.0"	"198.0"
"POINT (465425.2851999998 7453866.1631)"	"2666"	"50.0"	"141.0"
"POINT (465188.9617999997 7453767.8467)"	"2667"	"45.0"	"130.0"
"POINT (465241.8814000003 7454569.7068)"	"2668"	"50.0"	"152.0"
"POINT (464824.9749999996 7454698.3363)"	"2669"	"65.0"	"170.0"
"POINT (464547.5104 7454927.9841)"	"2670"	"40.0"	"121.0"
"POINT (463440.0845999997 7455849.7828)"	"2671"	"20.0"	"125.0"
"POINT (463781.8650000002 7455603.333)"	"2672"	"20.0"	"116.0"
"POINT (461453.1662999997 7453372.7973)"	"2673"	"40.0"	"288.0"
"POINT (460178.0151000004 7453051.0149)"	"2674"	"25.0"	"292.0"
"POINT (460725.7154000001 7454065.8277)"	"2675"	"40.0"	"300.0"
"POINT (460602.2253999999 7453955.1871)"	"2676"	"20.0"	"276.0"
"POINT (460157.9550000001 7453983.3457)"	"2677"	"25.0"	"267.0"
"POINT (459814.9047999997 7453959.1347)"	"2678"	"40.0"	"280.0"
"POINT (459546.4046 7453719.384)"	"2679"	"50.0"	"287.0"
"POINT (460175.3051000005 7452725.1246)"	"2680"	"40.0"	"286.0"
"POINT (459775.6846000003 7452744.0045)"	"2681"	"30.0"	"242.0"
"POINT (459184.5336999996 7452329.2451)"	"2682"	"35.0"	"308.0"
"POINT (450784.5195000004 7507297.9581)"	"2683"	"75.0"	"340.0"
"POINT (451778.8992999997 7502895.4741)"	"2684"	"80.0"	"301.0"
"POINT (451823.0082 7469107.9399)"	"2685"	"50.0"	"358.0"
"POINT (451945.9468 7468798.9424)"	"2686"	"60.0"	"323.0"
"POINT (450243.6381999999 7464618.482)"	"2687"	"60.0"	"303.0"
"POINT (452462.9650999997 7461624.0023)"	"2688"	"55.0"	"306.0"
"POINT (451637.0251000002 7461419.006)"	"2689"	"40.0"	"298.0"
"POINT (450618.8043999998 7460659.0148)"	"2690"	"40.0"	"285.0"
"POINT (452406.2478 7460892.5084)"	"2691"	"85.0"	"347.0"
"POINT (451287.1205000002 7460139.0174)"	"2692"	"40.0"	"358.0"
"POINT (450640.8717 7458525.0324)"	"2693"	"30.0"	"335.0"
"POINT (451148.4056000002 7458175.0339)"	"2694"	"50.0"	"0.0"
"POINT (449553.2744000005 7458260.0376)"	"2695"	"50.0"	"311.0"
"POINT (449285.3079000004 7456703.0514)"	"2696"	"50.0"	"305.0"
"POINT (450467.4994999999 7456908.0463)"	"2697"	"20.0"	"272.0"
"POINT (452847.5943999998 7460369.0115)"	"2698"	"70.0"	"335.0"
"POINT (454849.3805999998 7461078.4993)"	"2699"	"70.0"	"313.0"
"POINT (455183.5384 7460700.0002)"	"2700"	"50.0"	"281.0"
"POINT (453109.2155999998 7462411.9943)"	"2701"	"60.0"	"301.0"
"POINT (453938.3131999997 7461983.4958)"	"2702"	"50.0"	"307.0"
"POINT (453610.4642000003 7463710.9822)"	"2703"	"70.0"	"306.0"
"POINT (453452.8398000002 7463240.9865)"	"2704"	"70.0"	"297.0"
"POINT (454745.3444999997 7463193.9838)"	"2705"	"60.0"	"298.0"
"POINT (455208.7511999998 7463710.9785)"	"2706"	"75.0"	"321.0"
"POINT (454694.9031999996 7464700.4715)"	"2707"	"70.0"	"308.0"
"POINT (453443.3929000003 7467171.9536)"	"2708"	"60.0"	"312.0"
"POINT (453188.0181 7466721.4579)"	"2709"	"70.0"	"298.0"
"POINT (454442.7112999996 7466096.9605)"	"2710"	"70.0"	"299.0"
"POINT (455000.6794999996 7467121.4509)"	"2711"	"60.0"	"310.0"
"POINT (455442.0252 7466941.9515)"	"2712"	"70.0"	"287.0"
"POINT (455542.8991 7467543.9464)"	"2713"	"75.0"	"306.0"
"POINT (454228.3301999997 7468319.4423)"	"2714"	"75.0"	"338.0"
"POINT (454890.3624999998 7468763.9373)"	"2715"	"65.0"	"309.0"
"POINT (454890.3631999996 7468505.4395)"	"2716"	"65.0"	"336.0"
"POINT (454754.8009000001 7468227.9421)"	"2717"	"80.0"	"298.0"
"POINT (455088.9585999995 7468120.9424)"	"2718"	"80.0"	"314.0"
"POINT (452847.5466999998 7487656.8305)"	"2719"	"65.0"	"306.0"
"POINT (460757.0434999997 7491590.9102)"	"2720"	"85.0"	"317.0"
"POINT (457837.1270000003 7467037.4458)"	"2721"	"60.0"	"311.0"
"POINT (459421.2345000003 7463100.9745)"	"2722"	"60.0"	"347.0"
"POINT (459669.4835999999 7462982.4757)"	"2723"	"60.0"	"30.0"
"POINT (460757.0728000002 7462320.4821)"	"2724"	"70.0"	"336.0"
"POINT (459980.7950999998 7460539.4839)"	"2725"	"60.0"	"59.0"
"POINT (460678.2609000001 7460696.9861)"	"2726"	"55.0"	"90.0"
"POINT (456761.3552999999 7460255.494)"	"2727"	"50.0"	"315.0"
"POINT (458664.6388999997 7458450.9838)"	"2728"	"70.0"	"342.0"
"POINT (460347.2614000002 7457780.9886)"	"2729"	"25.0"	"292.0"
"POINT (458767.108 7458659.9829)"	"2730"	"50.0"	"320.0"
"POINT (461222.0727000004 7457548.4959)"	"2731"	"25.0"	"282.0"
"POINT (461742.2286999999 7457079.5017)"	"2732"	"30.0"	"297.0"
"POINT (461028.9775 7462434.9815)"	"2733"	"60.0"	"60.0"
"POINT (461277.2260999996 7462517.4811)"	"2734"	"50.0"	"30.0"
"POINT (462774.6255999999 7463080.9784)"	"2735"	"20.0"	"79.0"
"POINT (462971.6568 7463506.4752)"	"2736"	"20.0"	"33.0"
"POINT (463562.7492000004 7463876.973)"	"2737"	"60.0"	"77.0"
"POINT (464236.5585000003 7463660.4754)"	"2738"	"20.0"	"297.0"
"POINT (464851.3191999998 7463939.9679)"	"2739"	"20.0"	"358.0"
"POINT (464886.7878 7463699.9695)"	"2740"	"20.0"	"309.0"
"POINT (464126.2445 7463120.4796)"	"2741"	"30.0"	"279.0"
