WKT	OBJECTID	dip	strike
"POINT (464472.9992000004 7463549.9743)"	"2742"	"20.0"	"352.0"
"POINT (463345.9786 7488682.8588)"	"2743"	"50.0"	"58.0"
"POINT (467794.9627 7465547.9305)"	"2744"	"50.0"	"3.0"
"POINT (468456.9726 7465496.4253)"	"2745"	"30.0"	"47.0"
"POINT (466876.7918999996 7465189.4409)"	"2746"	"40.0"	"48.0"
"POINT (467755.5548999999 7464791.4361)"	"2747"	"60.0"	"88.0"
"POINT (467152.6385000004 7464381.4443)"	"2748"	"40.0"	"319.0"
"POINT (468043.2156999996 7464873.9331)"	"2749"	"50.0"	"50.0"
"POINT (469260.8595000003 7464290.9264)"	"2750"	"50.0"	"295.0"
"POINT (469540.6426999997 7464483.9235)"	"2751"	"10.0"	"75.0"
"POINT (469828.2991000004 7464073.925)"	"2752"	"30.0"	"88.0"
"POINT (470092.3305000002 7463746.9258)"	"2753"	"40.0"	"77.0"
"POINT (469674.6113999998 7463526.429)"	"2754"	"20.0"	"10.0"
"POINT (467456.0488 7463904.445)"	"2755"	"40.0"	"341.0"
"POINT (466991.0729999999 7464160.9473)"	"2756"	"50.0"	"9.0"
"POINT (466695.5049999999 7463801.9525)"	"2757"	"40.0"	"67.0"
"POINT (466265.9976000004 7463600.9578)"	"2758"	"40.0"	"79.0"
"POINT (466206.8706999999 7463234.9611)"	"2759"	"40.0"	"78.0"
"POINT (468248.1233999999 7461725.452)"	"2760"	"50.0"	"329.0"
"POINT (468843.1660000002 7461165.9489)"	"2761"	"25.0"	"283.0"
"POINT (468709.1643000003 7460897.9515)"	"2762"	"30.0"	"283.0"
"POINT (468910.1343999999 7462757.9397)"	"2763"	"50.0"	"343.0"
"POINT (469154.4823000003 7462915.4364)"	"2764"	"70.0"	"4.0"
"POINT (469891.3642999995 7460554.9425)"	"2765"	"55.0"	"72.0"
"POINT (467456.0521999998 7459640.9709)"	"2766"	"60.0"	"309.0"
"POINT (468732.8245999999 7459116.9595)"	"2767"	"50.0"	"314.0"
"POINT (469489.4309 7458174.9553)"	"2768"	"50.0"	"305.0"
"POINT (471002.5844999999 7459971.9361)"	"2769"	"55.0"	"297.0"
"POINT (472799.4901999999 7461358.9208)"	"2770"	"40.0"	"75.0"
"POINT (473745.2095999997 7461473.4148)"	"2771"	"50.0"	"314.0"
"POINT (472862.5524000004 7461709.9201)"	"2772"	"40.0"	"80.0"
"POINT (472090.1769000003 7461571.925)"	"2773"	"40.0"	"81.0"
"POINT (471290.2704999996 7461181.4309)"	"2774"	"70.0"	"300.0"
"POINT (471660.6763000004 7461741.4273)"	"2775"	"50.0"	"77.0"
"POINT (473768.8657 7461689.9146)"	"2776"	"55.0"	"66.0"
"POINT (471073.5199999996 7461398.4318)"	"2777"	"45.0"	"299.0"
"POINT (471077.4570000004 7461752.9308)"	"2778"	"25.0"	"345.0"
"POINT (470695.2377000004 7461890.9327)"	"2779"	"25.0"	"20.0"
"POINT (470159.2993000001 7463013.9298)"	"2780"	"35.0"	"87.0"
"POINT (470202.6743999999 7464657.4201)"	"2781"	"20.0"	"82.0"
"POINT (471995.5234000003 7487334.8069)"	"2782"	"80.0"	"308.0"
"POINT (485590.5564000001 7463061.4053)"	"2783"	"55.0"	"326.0"
"POINT (487147.0922999997 7461843.9044)"	"2784"	"70.0"	"328.0"
"POINT (488151.9381999997 7458734.4023)"	"2785"	"70.0"	"323.0"
"POINT (488628.7518999996 7459865.4025)"	"2786"	"35.0"	"319.0"
"POINT (487572.6870999997 7460712.9036)"	"2787"	"45.0"	"304.0"
"POINT (487411.1242000004 7460543.4037)"	"2788"	"45.0"	"316.0"
"POINT (489081.9088000003 7457434.4011)"	"2789"	"60.0"	"352.0"
"POINT (489448.3782000002 7456902.4006)"	"2790"	"40.0"	"309.0"
"POINT (493518.9767000005 7458517.899)"	"2791"	"55.0"	"326.0"
"POINT (493463.8211000003 7458907.8995)"	"2792"	"50.0"	"285.0"
"POINT (492435.3071999997 7475548.8899)"	"2793"	"65.0"	"324.0"
"POINT (494366.1936999997 7473665.3937)"	"2794"	"85.0"	"315.0"
"POINT (494322.8520999998 7458352.3983)"	"2795"	"35.0"	"314.0"
"POINT (494740.5692999996 7457595.897)"	"2796"	"25.0"	"53.0"
"POINT (494547.4749999996 7457406.3969)"	"2797"	"75.0"	"304.0"
"POINT (454458.46 7466672.9557)"	"2798"	"70.0"	"90.0"
"POINT (492431.7544999998 7475552.0336)"	"2799"	"65.0"	"326.0"
"POINT (489087.1449999996 7457435.1578)"	"2800"	"60.0"	"175.0"
"POINT (488631.7824999997 7459863.2237)"	"2801"	"35.0"	"140.0"
"POINT (450248.9228999997 7464610.244)"	"2802"	"60.0"	"123.0"
"POINT (453447.7012999998 7463245.3013)"	"2803"	"70.0"	"124.0"
"POINT (455206.5267000003 7463714.9294)"	"2804"	"75.0"	"323.0"
"POINT (459967.0641000001 7460537.3002)"	"2805"	"60.0"	"59.0"
"POINT (455176.3279999997 7460698.4344)"	"2806"	"50.0"	"102.0"
"POINT (451152.7622999996 7458184.3907)"	"2807"	"50.0"	"0.0"
"POINT (458765.8879000004 7458681.0705)"	"2808"	"50.0"	"141.0"
"POINT (461207.7346000001 7457547.1101)"	"2809"	"25.0"	"100.0"
"POINT (467797.6034000004 7465554.9634)"	"2810"	"50.0"	"185.0"
"POINT (470224.6109999996 7464648.9341)"	"2811"	"20.0"	"262.0"
"POINT (464126.0575999999 7463115.7303)"	"2812"	"30.0"	"278.0"
"POINT (468904.2232999997 7462796.3341)"	"2813"	"50.0"	"162.0"
"POINT (470091.4069999997 7463737.3523)"	"2814"	"40.0"	"259.0"
"POINT (471302.7449000003 7461172.8901)"	"2815"	"70.0"	"116.0"
"POINT (467466.8655000003 7459642.606)"	"2816"	"60.0"	"308.0"
"POINT (433409.0712000001 7458638.6519)"	"2817"	"30.0"	"332.0"
"POINT (435242.2237999998 7457705.6887)"	"2818"	"30.0"	"357.0"
"POINT (435707.6836000001 7458397.0173)"	"2819"	"25.0"	"67.0"
"POINT (436351.8046000004 7458004.1175)"	"2820"	"15.0"	"63.0"
"POINT (437301.8855999997 7457929.4719)"	"2821"	"20.0"	"149.0"
"POINT (437244.8059999999 7457583.6666)"	"2822"	"10.0"	"54.0"
"POINT (437769.4968999997 7457282.904)"	"2823"	"15.0"	"137.0"
"POINT (437048.6868000003 7456693.6936)"	"2824"	"15.0"	"90.0"
"POINT (436769.5862999996 7456873.6755)"	"2825"	"20.0"	"21.0"
"POINT (437309.7170000002 7456757.0248)"	"2826"	"70.0"	"151.0"
"POINT (438795.2988 7456637.283)"	"2827"	"30.0"	"336.0"
"POINT (439748.1491999999 7457076.7233)"	"2828"	"30.0"	"350.0"
"POINT (439384.1189000001 7457018.8353)"	"2829"	"25.0"	"350.0"
"POINT (439290.8581999997 7457480.1858)"	"2830"	"30.0"	"340.0"
"POINT (438873.2558000004 7459044.21)"	"2831"	"25.0"	"347.0"
"POINT (438150.1142999995 7459715.508)"	"2832"	"20.0"	"6.0"
"POINT (437775.1427999996 7460709.6498)"	"2833"	"25.0"	"340.0"
"POINT (437379.6813000003 7461744.2893)"	"2834"	"25.0"	"347.0"
"POINT (436270.7692999998 7463056.7535)"	"2835"	"45.0"	"330.0"
"POINT (436519.2697999999 7462755.0902)"	"2836"	"60.0"	"321.0"
"POINT (437791.5906999996 7462815.3015)"	"2837"	"10.0"	"31.0"
"POINT (438628.2916000001 7462467.3415)"	"2838"	"15.0"	"49.0"
"POINT (439164.7320999997 7462109.7299)"	"2839"	"40.0"	"144.0"
"POINT (438579.1734999996 7460715.4922)"	"2840"	"25.0"	"354.0"
"POINT (438274.5321000004 7461592.0034)"	"2841"	"20.0"	"8.0"
"POINT (440433.2440999998 7461236.6473)"	"2842"	"15.0"	"98.0"
"POINT (439688.9424999999 7462028.543)"	"2843"	"15.0"	"139.0"
"POINT (440791.5530000003 7462301.474)"	"2844"	"20.0"	"355.0"
"POINT (440001.7721999995 7462827.8513)"	"2845"	"10.0"	"28.0"
"POINT (439642.0919000003 7463048.446)"	"2846"	"10.0"	"37.0"
"POINT (440571.2333000004 7461823.372)"	"2847"	"10.0"	"56.0"
"POINT (441366.1431999998 7462693.0694)"	"2848"	"15.0"	"341.0"
"POINT (440795.1524999999 7463285.5863)"	"2849"	"15.0"	"360.0"
"POINT (440751.9220000003 7464047.4125)"	"2850"	"20.0"	"344.0"
"POINT (440529.8114999998 7464648.1011)"	"2851"	"30.0"	"48.0"
"POINT (441413.1319000004 7465078.6456)"	"2852"	"35.0"	"359.0"
"POINT (442159.0828 7464419.66)"	"2853"	"20.0"	"71.0"
"POINT (440747.6310999999 7465627.1041)"	"2854"	"20.0"	"104.0"
"POINT (442849.4736000001 7463757.635)"	"2855"	"75.0"	"152.0"
"POINT (442481.8435000004 7463491.1988)"	"2856"	"10.0"	"66.0"
"POINT (442093.4836999997 7462620.6639)"	"2857"	"10.0"	"352.0"
"POINT (444408.6213999996 7462353.7721)"	"2858"	"70.0"	"160.0"
"POINT (444603.9128999999 7463032.5254)"	"2859"	"85.0"	"267.0"
"POINT (444845.4149000002 7463543.8515)"	"2860"	"20.0"	"136.0"
"POINT (445998.3459999999 7463440.861)"	"2861"	"15.0"	"333.0"
"POINT (446327.4289999995 7463525.1334)"	"2862"	"40.0"	"151.0"
"POINT (445418.8212000001 7462612.7959)"	"2863"	"25.0"	"114.0"
"POINT (443451.0142999999 7463289.3464)"	"2864"	"45.0"	"142.0"
"POINT (441572.6045000004 7461490.8369)"	"2865"	"10.0"	"29.0"
"POINT (444450.1760999998 7459715.2225)"	"2866"	"25.0"	"270.0"
"POINT (444926.3909999998 7459715.6109)"	"2867"	"10.0"	"46.0"
"POINT (445322.4961999999 7459068.7563)"	"2868"	"25.0"	"331.0"
"POINT (445129.2745000003 7458924.0128)"	"2869"	"40.0"	"334.0"
"POINT (444878.6325000003 7458560.4934)"	"2870"	"10.0"	"66.0"
"POINT (446287.7648 7459755.3665)"	"2871"	"50.0"	"348.0"
"POINT (445803.9085999997 7460460.17)"	"2872"	"45.0"	"331.0"
"POINT (446021.1294999998 7461129.9977)"	"2873"	"35.0"	"129.0"
"POINT (446414.5828999998 7461455.3855)"	"2874"	"15.0"	"84.0"
"POINT (447014.9297000002 7461060.1724)"	"2875"	"25.0"	"48.0"
"POINT (446836.0455 7462373.2591)"	"2876"	"15.0"	"11.0"
"POINT (445078.3085000003 7461940.1097)"	"2877"	"60.0"	"340.0"
"POINT (444718.3046000004 7462257.9671)"	"2878"	"60.0"	"331.0"
"POINT (444774.1366999997 7461274.9899)"	"2879"	"70.0"	"156.0"
"POINT (445118.1100000003 7461347.9559)"	"2880"	"60.0"	"335.0"
"POINT (444913.7995999996 7460413.2973)"	"2881"	"30.0"	"150.0"
"POINT (445226.8234000001 7460064.7371)"	"2882"	"30.0"	"181.0"
"POINT (444258.1666999999 7458216.9999)"	"2883"	"45.0"	"134.0"
"POINT (444536.7717000004 7457019.8302)"	"2884"	"45.0"	"137.0"
"POINT (444904.1251999997 7457187.1009)"	"2885"	"50.0"	"117.0"
"POINT (445793.7125000004 7458249.6535)"	"2886"	"25.0"	"342.0"
"POINT (446223.1980999997 7457618.9488)"	"2887"	"30.0"	"5.0"
"POINT (445979.6567000002 7457009.7163)"	"2888"	"20.0"	"63.0"
"POINT (448408.7218000004 7457123.4005)"	"2889"	"60.0"	"272.0"
"POINT (448504.4020999996 7457445.9205)"	"2890"	"25.0"	"277.0"
"POINT (448038.0813999996 7460375.629)"	"2891"	"15.0"	"12.0"
"POINT (448170.5695000002 7456990.3366)"	"2892"	"35.0"	"216.0"
"POINT (448104.3212000001 7460816.7674)"	"2893"	"35.0"	"337.0"
"POINT (447829.0581999999 7460957.3708)"	"2894"	"15.0"	"20.0"
"POINT (447431.7533 7461405.8676)"	"2895"	"60.0"	"321.0"
"POINT (447473.0027000001 7461889.3783)"	"2896"	"20.0"	"27.0"
"POINT (447757.9351000004 7462131.5518)"	"2897"	"30.0"	"333.0"
"POINT (417777.3136 7456778.2369)"	"2898"	"45.0"	"337.0"
"POINT (417480.1449999996 7457341.4982)"	"2899"	"10.0"	"326.0"
"POINT (417091.9678999996 7457879.6893)"	"2900"	"30.0"	"351.0"
"POINT (417472.1063000001 7458499.9111)"	"2901"	"15.0"	"333.0"
"POINT (416009.6985999998 7458127.3894)"	"2902"	"10.0"	"108.0"
"POINT (416282.2482000003 7459450.903)"	"2903"	"40.0"	"345.0"
"POINT (417810.5527999997 7460496.7663)"	"2904"	"35.0"	"333.0"
"POINT (417953.9310999997 7460921.1474)"	"2905"	"60.0"	"146.0"
"POINT (415055.7390999999 7461647.0085)"	"2906"	"20.0"	"39.0"
"POINT (415046.7482000003 7464571.514)"	"2907"	"15.0"	"145.0"
"POINT (416420.3426000001 7464678.4441)"	"2908"	"5.0"	"333.0"
"POINT (413973.7868999997 7464823.3647)"	"2909"	"25.0"	"148.0"
"POINT (413856.1964999996 7464320.5037)"	"2910"	"35.0"	"211.0"
"POINT (412964.8331000004 7465133.5855)"	"2911"	"30.0"	"219.0"
"POINT (411821.1079000002 7464127.9828)"	"2912"	"50.0"	"269.0"
"POINT (410111.6030000001 7464183.3221)"	"2913"	"5.0"	"152.0"
"POINT (410883.9217999997 7466171.6669)"	"2914"	"30.0"	"359.0"
"POINT (409468.7142000003 7466067.8862)"	"2915"	"35.0"	"67.0"
"POINT (409815.6531999996 7465731.4655)"	"2916"	"25.0"	"66.0"
"POINT (408516.7477000002 7465602.7847)"	"2917"	"35.0"	"96.0"
"POINT (407318.2499000002 7464929.0924)"	"2918"	"15.0"	"68.0"
"POINT (400706.5942000002 7465149.7971)"	"2919"	"50.0"	"306.0"
"POINT (399244.6950000003 7465184.0154)"	"2920"	"20.0"	"306.0"
"POINT (398865.0990000004 7466151.9481)"	"2921"	"30.0"	"310.0"
"POINT (399575.6445000004 7467113.012)"	"2922"	"10.0"	"237.0"
"POINT (400676.1353000002 7467444.924)"	"2923"	"20.0"	"141.0"
"POINT (400167.3742000004 7467936.0442)"	"2924"	"45.0"	"114.0"
"POINT (401689.9678999996 7468761.1669)"	"2925"	"25.0"	"150.0"
"POINT (401835.2583999997 7470707.2896)"	"2926"	"5.0"	"56.0"
"POINT (402318.2094999999 7471324.8107)"	"2927"	"10.0"	"75.0"
"POINT (399949.5444999998 7472980.1016)"	"2928"	"10.0"	"90.0"
"POINT (399862.5017999997 7474370.743)"	"2929"	"15.0"	"61.0"
"POINT (398358.9242000002 7476799.9846)"	"2930"	"10.0"	"48.0"
"POINT (398042.7320999997 7477573.8553)"	"2931"	"10.0"	"320.0"
"POINT (414579.4666999998 7467092.6488)"	"2932"	"60.0"	"28.0"
"POINT (410875.3406999996 7467834.2701)"	"2933"	"25.0"	"6.0"
"POINT (410159.7290000003 7467521.1296)"	"2934"	"25.0"	"79.0"
"POINT (413367.6381999999 7463288.4116)"	"2935"	"20.0"	"125.0"
"POINT (413679.5223000003 7466169.0774)"	"2936"	"25.0"	"113.0"
"POINT (401103.6305 7476555.4857)"	"2937"	"35.0"	"323.0"
"POINT (401755.5346999997 7474989.7445)"	"2938"	"30.0"	"360.0"
"POINT (402602.1979 7474155.0941)"	"2939"	"25.0"	"314.0"
"POINT (403526.0919000003 7472962.3132)"	"2940"	"20.0"	"17.0"
"POINT (404115.6832999997 7472158.4025)"	"2941"	"15.0"	"344.0"
"POINT (405604.2265999997 7471683.8524)"	"2942"	"10.0"	"319.0"
"POINT (399730.3265000004 7477146.8656)"	"2943"	"10.0"	"55.0"
"POINT (400766.1829000004 7474830.1139)"	"2944"	"25.0"	"343.0"
"POINT (404173.1937999995 7468526.0182)"	"2945"	"15.0"	"144.0"
"POINT (404315.3739 7470759.8809)"	"2946"	"25.0"	"21.0"
"POINT (406861.5820000004 7467373.2883)"	"2947"	"10.0"	"121.0"
"POINT (402588.9517000001 7465132.7993)"	"2948"	"15.0"	"155.0"
"POINT (402022.7693999996 7465449.9796)"	"2949"	"10.0"	"134.0"
"POINT (427146.8886000002 7475488.0227)"	"2950"	"25.0"	"307.0"
"POINT (436254.3528000005 7509982.3072)"	"2951"	"30.0"	"181.0"
"POINT (436007.5621999996 7510392.8229)"	"2952"	"50.0"	"143.0"
"POINT (436969.3044999996 7510373.6968)"	"2953"	"70.0"	"150.0"
"POINT (436724.5937999999 7510988.8284)"	"2954"	"80.0"	"119.0"
"POINT (436938.9441 7511499.552)"	"2955"	"75.0"	"120.0"
"POINT (437079.2154000001 7508720.5582)"	"2956"	"40.0"	"115.0"
"POINT (438346.7999999998 7508009.371)"	"2957"	"50.0"	"123.0"
"POINT (438832.3798000002 7509294.2499)"	"2958"	"45.0"	"152.0"
"POINT (440573.6721999999 7511062.5631)"	"2959"	"80.0"	"107.0"
"POINT (441522.2744000005 7510944.2812)"	"2960"	"85.0"	"115.0"
"POINT (440613.0018999996 7511770.08)"	"2961"	"60.0"	"130.0"
"POINT (442143.6958999997 7510359.1884)"	"2962"	"85.0"	"133.0"
"POINT (443346.7884999998 7509495.297)"	"2963"	"80.0"	"105.0"
"POINT (442985.0180000002 7507938.4198)"	"2964"	"40.0"	"168.0"
"POINT (442271.3267999999 7507644.6689)"	"2965"	"40.0"	"154.0"
"POINT (441533.6656999998 7507406.0773)"	"2966"	"50.0"	"137.0"
"POINT (441231.5153000001 7507293.6859)"	"2967"	"60.0"	"127.0"
"POINT (441114.2456 7506358.9248)"	"2968"	"25.0"	"143.0"
"POINT (442891.9721999997 7505228.881)"	"2969"	"80.0"	"112.0"
"POINT (443768.6854999997 7505162.0487)"	"2970"	"65.0"	"116.0"
"POINT (443661.7800000003 7506285.9767)"	"2971"	"40.0"	"224.0"
"POINT (444061.0575999999 7505551.7529)"	"2972"	"45.0"	"173.0"
"POINT (443914.0208000001 7504213.3937)"	"2973"	"50.0"	"110.0"
"POINT (445505.9625000004 7503305.469)"	"2974"	"50.0"	"147.0"
"POINT (446657.3970999997 7502898.8349)"	"2975"	"65.0"	"127.0"
"POINT (446948.7238999996 7501814.5666)"	"2976"	"70.0"	"146.0"
"POINT (447892.8634000001 7502183.7814)"	"2977"	"65.0"	"134.0"
"POINT (447360.9132000003 7503538.9494)"	"2978"	"70.0"	"104.0"
"POINT (446345.29 7503971.4946)"	"2979"	"80.0"	"152.0"
"POINT (446854.6629999997 7504923.551)"	"2980"	"75.0"	"146.0"
"POINT (445493.0253999997 7505351.8919)"	"2981"	"80.0"	"133.0"
"POINT (445262.7982000001 7506631.5558)"	"2982"	"60.0"	"217.0"
"POINT (446051.9763000002 7506836.2983)"	"2983"	"65.0"	"221.0"
"POINT (446786.7885999996 7506037.3103)"	"2984"	"80.0"	"135.0"
"POINT (445284.2467999998 7507120.5171)"	"2985"	"60.0"	"156.0"
"POINT (440059.5535000004 7507256.4383)"	"2986"	"75.0"	"123.0"
"POINT (424318.7215 7500468.3727)"	"2987"	"50.0"	"326.0"
"POINT (424902.5482000001 7508559.0887)"	"2988"	"20.0"	"99.0"
"POINT (397464.9644999998 7503909.4353)"	"2989"	"10.0"	"338.0"
"POINT (405841.7337999996 7502630.2597)"	"2990"	"50.0"	"157.0"
"POINT (421030.8611000003 7507820.5677)"	"2991"	"45.0"	"133.0"
"POINT (424486.4994000001 7507241.6963)"	"2992"	"50.0"	"69.0"
"POINT (424666.1737000002 7507901.0475)"	"2993"	"30.0"	"39.0"
"POINT (424371.4528000001 7486418.3711)"	"2994"	"80.0"	"145.0"
"POINT (408721.0888999999 7466604.0972)"	"2995"	"20.0"	"69.0"
"POINT (443640.6896000002 7506784.3726)"	"2996"	"60.0"	"244.0"
"POINT (445493.8074000003 7504758.8453)"	"2997"	"55.0"	"176.0"
"POINT (446774.6542999996 7462803.1646)"	"2998"	"25.0"	"317.0"
"POINT (445522.9014999997 7457284.2031)"	"2999"	"15.0"	"43.0"
"POINT (424841.1920999996 7509475.0667)"	"3000"	"25.0"	"53.0"
"POINT (425401.8439999996 7507326.0364)"	"3001"	"70.0"	"61.0"
"POINT (446429.9845000003 7460696.1967)"	"3002"	"30.0"	"32.0"
"POINT (406471.7895999998 7465900.3943)"	"3003"	"25.0"	"108.0"
"POINT (427020.4881999996 7509412.9027)"	"3004"	"30.0"	"75.0"
"POINT (425138.4130999995 7509245.3793)"	"3005"	"35.0"	"96.0"
"POINT (425968.8065999998 7508179.5296)"	"3006"	"30.0"	"73.0"
"POINT (427408.8154999996 7510065.6114)"	"3007"	"20.0"	"45.0"
"POINT (427309.7342999997 7510520.508)"	"3008"	"30.0"	"56.0"
"POINT (428616.8246999998 7510149.9169)"	"3009"	"0.0"	"339.0"
"POINT (428122.9731000001 7511032.9683)"	"3010"	"20.0"	"66.0"
"POINT (432835.9563999996 7511032.7232)"	"3011"	"35.0"	"138.0"
"POINT (433988.2876000004 7510481.1734)"	"3012"	"40.0"	"145.0"
"POINT (434245.2884 7510692.9047)"	"3013"	"30.0"	"150.0"
"POINT (433670.2582999999 7511720.3147)"	"3014"	"60.0"	"119.0"
"POINT (434110.0988999996 7511560.792)"	"3015"	"70.0"	"127.0"
"POINT (434730.8699000003 7511333.7504)"	"3016"	"70.0"	"117.0"
"POINT (435099.8804000001 7511033.3531)"	"3017"	"60.0"	"123.0"
"POINT (434952.6398999998 7510629.5894)"	"3018"	"70.0"	"130.0"
"POINT (423384.1595000001 7507877.1645)"	"3019"	"40.0"	"71.0"
"POINT (426474.9913999997 7508920.451)"	"3020"	"25.0"	"53.0"
"POINT (426874.7501999997 7508963.9141)"	"3021"	"20.0"	"43.0"
"POINT (431982.1460999995 7511695.0047)"	"3022"	"40.0"	"128.0"
"POINT (424056.1764000002 7503735.0711)"	"3023"	"30.0"	"326.0"
"POINT (410809.9834000003 7486302.0289)"	"3024"	"40.0"	"312.0"
"POINT (411653.4787999997 7486284.8852)"	"3025"	"25.0"	"217.0"
"POINT (410386.1818000004 7490975.5089)"	"3026"	"25.0"	"175.0"
"POINT (410539.6533000004 7491632.6584)"	"3027"	"30.0"	"149.0"
"POINT (414744.2396999998 7496590.0186)"	"3028"	"30.0"	"100.0"
"POINT (415017.2037000004 7496360.4666)"	"3029"	"50.0"	"99.0"
"POINT (414746.7405000003 7496089.8562)"	"3030"	"65.0"	"127.0"
"POINT (415081.4550999999 7495950.7043)"	"3031"	"80.0"	"98.0"
"POINT (415017.5946000004 7494885.7293)"	"3032"	"70.0"	"165.0"
"POINT (415442.9178999998 7494296.9044)"	"3033"	"80.0"	"74.0"
"POINT (415504.0006999997 7495846.7723)"	"3034"	"0.0"	"31.0"
"POINT (415725.5635000002 7496033.6625)"	"3035"	"0.0"	"339.0"
"POINT (416052.7545999996 7494255.8611)"	"3036"	"80.0"	"354.0"
"POINT (417296.5615999997 7490756.1105)"	"3037"	"60.0"	"344.0"
"POINT (417419.2635000004 7490941.0007)"	"3038"	"75.0"	"107.0"
"POINT (418148.3017999995 7491810.7906)"	"3039"	"60.0"	"345.0"
"POINT (418272.0032000002 7492225.2825)"	"3040"	"80.0"	"353.0"
"POINT (418317.0746999998 7492632.9953)"	"3041"	"80.0"	"354.0"
"POINT (417638.1985999998 7491607.0637)"	"3042"	"55.0"	"35.0"
"POINT (417092.8233000003 7491459.5269)"	"3043"	"50.0"	"344.0"
"POINT (418009.5460999999 7490618.0531)"	"3044"	"70.0"	"351.0"
"POINT (411656.1458999999 7508259.6406)"	"3045"	"40.0"	"143.0"
"POINT (411412.7220999999 7511271.9255)"	"3046"	"80.0"	"157.0"
"POINT (413086.0752999997 7509449.483)"	"3047"	"85.0"	"354.0"
"POINT (413119.8175999997 7508723.5119)"	"3048"	"60.0"	"67.0"
"POINT (422931.2012 7507828.6506)"	"3049"	"40.0"	"79.0"
"POINT (421597.3949999996 7507712.2184)"	"3050"	"50.0"	"89.0"
"POINT (415234.7860000003 7511382.8044)"	"3051"	"60.0"	"120.0"
"POINT (417111.3468000004 7510410.6931)"	"3052"	"50.0"	"117.0"
"POINT (399065.7745000003 7502170.3716)"	"3053"	"70.0"	"113.0"
"POINT (398637.3945000004 7502003.2423)"	"3054"	"85.0"	"113.0"
"POINT (397943.5144999996 7501569.9743)"	"3055"	"30.0"	"61.0"
"POINT (398678.4945 7501210.0252)"	"3056"	"30.0"	"16.0"
"POINT (399461.5143999998 7501080.9051)"	"3057"	"35.0"	"139.0"
"POINT (399891.3043 7500713.9561)"	"3058"	"30.0"	"113.0"
"POINT (401406.9040999999 7500554.2851)"	"3059"	"35.0"	"117.0"
"POINT (401387.7942000004 7500919.9343)"	"3060"	"70.0"	"128.0"
"POINT (402023.2241000002 7500660.0446)"	"3061"	"70.0"	"319.0"
"POINT (403498.0038999999 7501098.973)"	"3062"	"30.0"	"137.0"
"POINT (400856.3843999999 7502047.9113)"	"3063"	"65.0"	"301.0"
"POINT (399181.7244999995 7502591.9601)"	"3064"	"30.0"	"296.0"
"POINT (397513.1045000004 7503333.2876)"	"3065"	"10.0"	"350.0"
"POINT (404853.5827000001 7499513.011)"	"3066"	"40.0"	"142.0"
"POINT (408184.2506999997 7511398.6251)"	"3067"	"50.0"	"82.0"
"POINT (408654.3891000003 7504861.2465)"	"3068"	"15.0"	"212.0"
"POINT (409085.1005999995 7488246.7018)"	"3069"	"35.0"	"327.0"
"POINT (409549.9833000004 7490905.4921)"	"3070"	"20.0"	"129.0"
"POINT (410090.7187000001 7491241.9899)"	"3071"	"0.0"	"305.0"
"POINT (409347.6608999996 7491756.6921)"	"3072"	"35.0"	"165.0"
"POINT (407617.8025000002 7492661.745)"	"3073"	"15.0"	"136.0"
"POINT (405653.6754000001 7493407.6679)"	"3074"	"30.0"	"135.0"
"POINT (405107.0135000004 7493508.7792)"	"3075"	"10.0"	"47.0"
"POINT (406666.1758000003 7496167.9365)"	"3076"	"20.0"	"142.0"
"POINT (407691.4512999998 7494171.551)"	"3077"	"30.0"	"136.0"
"POINT (409257.2592000002 7493225.4809)"	"3078"	"30.0"	"61.0"
"POINT (406206.9751000004 7494797.1645)"	"3079"	"20.0"	"215.0"
"POINT (401672.5148 7505386.9716)"	"3080"	"30.0"	"107.0"
"POINT (414618.5778999999 7496595.959)"	"3081"	"60.0"	"101.0"
"POINT (445407.0590000004 7457978.355)"	"3082"	"50.0"	"350.0"
"POINT (411593.7845999999 7508651.6679)"	"3083"	"60.0"	"130.0"
"POINT (435768.3507000003 7510057.4016)"	"3084"	"40.0"	"150.0"
"POINT (436148.8309000004 7509395.0762)"	"3085"	"55.0"	"165.0"
"POINT (437011.9573999997 7509627.593)"	"3086"	"35.0"	"138.0"
"POINT (439349.4455000004 7509710.37)"	"3087"	"65.0"	"138.0"
"POINT (439680.6043999996 7509481.3665)"	"3088"	"70.0"	"137.0"
"POINT (443168.3377999999 7509090.268)"	"3089"	"60.0"	"103.0"
"POINT (443749.6276000002 7508516.0119)"	"3090"	"65.0"	"260.0"
"POINT (443742.5815000003 7508449.0752)"	"3091"	"0.0"	"263.0"
"POINT (443066.1732000001 7507254.7851)"	"3092"	"80.0"	"296.0"
"POINT (443650.9921000004 7504792.2035)"	"3093"	"50.0"	"114.0"
"POINT (412399.8971999995 7559233.6921)"	"3094"	"65.0"	"126.0"
"POINT (414741.1723999996 7559955.8083)"	"3095"	"75.0"	"138.0"
"POINT (414454.3808000004 7559512.7013)"	"3096"	"70.0"	"137.0"
"POINT (414291.0462999996 7559172.2538)"	"3097"	"45.0"	"142.0"
"POINT (414933.4648000002 7558650.418)"	"3098"	"50.0"	"144.0"
"POINT (414061.1265000002 7557417.1585)"	"3099"	"30.0"	"137.0"
"POINT (413832.6398 7557279.4701)"	"3100"	"40.0"	"132.0"
"POINT (413251.0662000002 7557131.6528)"	"3101"	"30.0"	"128.0"
"POINT (413282.5626999997 7556364.4901)"	"3102"	"35.0"	"127.0"
